"course_code","course_title","department","credits","description"
"GERMAN 221-2","Introduction to German Literature: 1900-1945","German (GERMAN)","1 Unit","Introduction to representative German texts and writers of the first half of the 20th century, when the First World War, the Weimar Republic, and the Third Reich marked the demise of the German Empire."
"GERMAN 221-3","Introduction to German Literature: 1945-today","German (GERMAN)","1 Unit","Introduction to representative short stories by major German-speaking authors since 1945. The stories represent a dynamic period in German literature and highlight important social, political, and intellectual issues."
"GERMAN 224-0","Contemporary Germany","German (GERMAN)","1 Unit","The German political, social, and cultural scene after 1945."
"GERMAN 224-SA","Contemporary Germany","German (GERMAN)","1 Unit","The German political, social, and cultural scene after 1945."
"GERMAN 228-0","History of German Film","German (GERMAN)","1 Unit","In-depth study of German films and cultural background. Topics may vary-for example, the pioneer film or ""new"" German cinema."
"GERMAN 230-0","Berlin and the Culture of Democracy","German (GERMAN)","1 Unit","History and culture of the city from 1900 to the present, including the Weimar period, Nazi regime, the divisions of the Cold War, and the newly unified capital."
"GERMAN 232-0","The Theme of Faust Through the Ages","German (GERMAN)","1 Unit","Faust theme in literature and music through shifting intellectual and social climates from the 16th century to the present."
"GERMAN 234-1","Jews and Germans: An Intercultural History I","German (GERMAN)","1 Unit","Exploration of Jewish encounters with German culture. German Jewry from the 18th century to the end of the 19th century, when Jews were granted legal standing as German citizens."
"GERMAN 234-2","Jews and Germans: An Intercultural History II","German (GERMAN)","1 Unit","Jewish culture-German culture exploration. German-speaking Jewry from the late 19th century to 1933."
"GERMAN 236-0","Kafka and Nietzsche","German (GERMAN)","1 Unit","Exploration of two key figures in German modernity. Analysis of the relation between philosophy and literature; inquiry into the idea of the ""ascetic ideal."""
"GERMAN 238-0","Decadence and Desire: Turn-of-the-Century Vienna","German (GERMAN)","1 Unit","Literature and thought of fin de siècle Vienna and their impact on modern consciousness. Fiction, poetry, essays, and plays by Freud, Schnitzler, Wittgenstein, Hofmannsthal, Musil, Karl Kraus, and Schoenberg."
"GERMAN 242-0","Imagining Modern Jewish Culture in Yiddish and German","German (GERMAN)","1 Unit","History and character of Yiddish and the development of modern German culture and German-Jewish culture. Appreciation of the variety of ""Judaisms"" imagined and reimagined during modern European history."
"GERMAN 244-0","Analyzing Freud","German (GERMAN)","1 Unit","Freud's work from a comparative and interdisciplinary perspective. Fundamental texts by Freud in dialogue with related materials that situate him in historical, cultural, and intellectual context."
"GERMAN 245-0","Special Topics in German Literature and Culture","German (GERMAN)","1 Unit","Studies of a major author, a prominent theme in German literature or culture, a movement, or a genre. May be repeated for credit with different topic."
"GERMAN 246-0","Special Topics in German Literature and Culture","German (GERMAN)","1 Unit","Studies of a major author, a prominent theme. Topics vary-for example, the fairy tale, Germanic mythology."
"GERMAN 248-0","Migration in the German Past and Present: Gastarbeiter, Refugees, Displaced Persons","German (GERMAN)","1 Unit","Explores how migration from and to Germany has impacted and shaped the country's political, social, and cultural development as an increasingly diverse country."
