"code","level","title","credits","subject","description"
"PAST522","graduateExclThesisDissertations","PA Emergency Medicine II","{'min': 1, 'max': 3}","Physician Assistant Studies","This course continues education on care in emergency departments and urgent care centers. It integrates with the current medical school block and emphasizes rapid evaluation and management of conditions related to the organ system covered in medical school content."
"PAST523","graduateExclThesisDissertations","PA Pharmacology II","{'min': 1, 'max': 3}","Physician Assistant Studies","This course continues pharmacology and clinical pharmacotherapeutics for conditions related to the organ system covered in medical school content. It builds on Pharmacology I principles, focusing on medication application and clinical use in primary care."
"PAST524","graduateExclThesisDissertations","PA Pharmacology III","{'min': 1, 'max': 3}","Physician Assistant Studies","This course focuses on prototype drugs, including drug classes, generic names, organ system effects, metabolism, elimination, and drug interactions. It emphasizes the clinical application of these drugs for conditions covered in medical school content."
"PAST526","graduateExclThesisDissertations","PA Emergency Medicine III","{'min': 1, 'max': 3}","Physician Assistant Studies","This course culminates education on care in emergency departments and urgent care centers. It integrates with the current medical school block and emphasizes rapid evaluation and management of conditions related to the organ system covered in medical school content."
"PAST527","graduateExclThesisDissertations","PA Pediatric and Adolescent Medicine IV","{'min': 1, 'max': 3}","Physician Assistant Studies","This course focuses on the principles of care of children from birth through adolescence focusing on neurological, psychiatric and behavioral disorders. This course has a primary care focus in alignment with the PA Program’s mission and goals."
"PAST529","graduateExclThesisDissertations","PA Adult and Geriatric Medicine IV","{'min': 1, 'max': 3}","Physician Assistant Studies","This course focuses on adult and geriatric health care, emphasizing conditions related to the organ system covered in medical school content. It develops problem-solving skills and compares care for adults and the elderly.
"
"PAST530","graduateExclThesisDissertations","PA Clinical Skills I","{'min': 1, 'max': 3}","Physician Assistant Studies","This course, part of a series, teaches first-year PA students history taking, physical exams, and clinical reasoning. It includes lectures, practice sessions, and standardized patient experiences, fostering inter-professional understanding and teamwork."
"PAST531","graduateExclThesisDissertations","PA Clinical Skills II","{'min': 1, 'max': 3}","Physician Assistant Studies","This course, part of a series, enhances first-year PA students' history taking, physical exam skills, and clinical reasoning. It includes clinical skills sessions, practice, and standardized patient experiences, and introduces the series of clinic exposures with Continuity Clinic 1."
"PAST532","graduateExclThesisDissertations","PA Clinical Skills III","{'min': 1, 'max': 3}","Physician Assistant Studies","This course builds on prior Clinical Skills, including competency exams in organ system content from medical school, and includes a half-day per week clinical experience."
"PAST533","graduateExclThesisDissertations","PA Pharmacology IV","{'min': 1, 'max': 3}","Physician Assistant Studies","This course continues pharmacology and clinical pharmacotherapeutics, applying principles from Pharmacology I to medications for conditions related to the organ system covered in medical school content. It emphasizes clinical application and drug use in primary care."
"PAST534","graduateExclThesisDissertations","PA Clinical Skills IV","{'min': 1, 'max': 3}","Physician Assistant Studies","This course, part of a series, helps second-year PA students refine history-taking, physical exam skills, clinical reasoning, and oral presentations, preparing them for clinical year clerkships and the Final Summative Exam."
"PAST535","graduateExclThesisDissertations","PA Clinical Seminar",3,"Physician Assistant Studies","This course introduces the Physician Assistant profession, covering anatomy, physiology, and population health topics such as epidemiology, health promotion, disease prevention, health policy, and models for change, with a focus on rural health in New Mexico."
"PAST540","graduateExclThesisDissertations","PA Dermatology",2,"Physician Assistant Studies","This course covers major biological principles of dermatology, including anatomy, normal physiology, pharmacology, and pathophysiology."
"PAST541","graduateExclThesisDissertations","PA Orthopedics",2,"Physician Assistant Studies","This course introduces students to common disorders of the musculoskeletal system via a mix of lectures, small group clinical case work, and hands-on workshops.  Students practice orthopedic physical exam maneuvers and interpret skeletal radiographs and other imagining modalities as applicable."
"PAST545","graduateExclThesisDissertations","PA Neurosciences",4,"Physician Assistant Studies","This course provides a foundation in the basic medical and clinical science of the nervous system, with a focus on neurology, psychiatry, and behavioral medicine."
"PAST547","graduateExclThesisDissertations","PA CV-Pulmonary-Renal",4,"Physician Assistant Studies","This course provides a foundation in the basic medical sciences of the cardiovascular, pulmonary, and renal systems, covering physiology, pathophysiology, diagnostics, and pharmacotherapeutics associated with common disorders of these organ systems."
"PAST548","graduateExclThesisDissertations","PA Infectious Disease",3,"Physician Assistant Studies","This course provides an overview of the medical and clinical science of human infectious diseases, including viral, bacterial, fungal, and parasitic conditions. Emphasis is on preventing, identifying, and treating infectious disorders commonly seen by physician assistants."
"PAST550","graduateExclThesisDissertations","PA GI, Nutrition, Metabolism (GINM)",3,"Physician Assistant Studies","This course provides basic medical and clinical foundations of the gastrointestinal (GI) system, nutrition, and metabolism (NM), including pathophysiology associated with common disorders. It emphasizes a primary care focus, aligning with the PA Program’s mission and goals."
"PAST552","graduateExclThesisDissertations","PA Sexuality, Reproduction and Endocrine",3,"Physician Assistant Studies","This course provides a foundation in the basic medical and clinical science of human sexuality, the human reproductive system, and the endocrine system, including the pathophysiology associated with common disorders of these organ systems."
"PAST560","graduateExclThesisDissertations","PA Clerkship Family Medicine",3,"Physician Assistant Studies","This supervised clerkship is a first-year field experience covering the healthcare needs of patients across the lifespan, with a focus on major aspects of primary health care."
"PAST561","graduateExclThesisDissertations","PA Clerkship Women's Health and Prenatal Care",3,"Physician Assistant Studies","This supervised clerkship focuses on managing women’s health care in a family practice setting, including evaluation and management of common gynecological conditions and routine prenatal care."
"PAST562","graduateExclThesisDissertations","PA Clerkship Pediatrics",3,"Physician Assistant Studies","This supervised clerkship in family practice-pediatrics focuses on developing skills in the healthcare of pediatric and adolescent patients."
"PAST563","graduateExclThesisDissertations","PA Clerkship Behavioral Medicine - Psychiatry",3,"Physician Assistant Studies","This supervised clerkship focuses on the healthcare of patients with behavioral health issues commonly seen in primary care. Field experience includes both office and clinic/inpatient settings."
"PAST564","graduateExclThesisDissertations","PA Clerkship Emergency Medicine",3,"Physician Assistant Studies","This supervised clerkship focuses on the triage, evaluation, and management of patients in the emergency setting."
"PAST565","graduateExclThesisDissertations","PA Clerkship General Internal Medicine",3,"Physician Assistant Studies","This supervised clerkship focuses on the care of adult patients in both outpatient and inpatient settings, providing a foundation for subspecialty courses such as cardiology and endocrinology."
"PAST566","graduateExclThesisDissertations","PA Clerkship Elective",3,"Physician Assistant Studies","This supervised clerkship offers students the opportunity to select a clinical field experience in an area of personal interest."
"PAST568","graduateExclThesisDissertations","PA Clerkship Surgery",3,"Physician Assistant Studies","This supervised clerkship focuses on the care of surgical patients, including operating room experience, pre- and post-operative care, and patient assessment in office and inpatient settings."
"PAST570","graduateExclThesisDissertations","PA Foundations of Medical Science",3,"Physician Assistant Studies","This course provides an overview of cellular and molecular function, genetic physiology and pathophysiology, and introduces pharmacology."
"PAST575","graduateExclThesisDissertations","PA Clerkship Primary Care",3,"Physician Assistant Studies","This supervised clerkship integrates elements from Family Practice and specialty clerkships, enabling students to advance their clinical management skills and function at a higher level in patient care."
"PAST600","graduateExclThesisDissertations","PA Program to Practice","{'min': 1, 'max': 3}","Physician Assistant Studies","This course allows students to demonstrate skills from the PA curriculum and readiness for the profession. It includes instruction on PA competencies, lectures, small group seminars, and a HRSA community health project using the PDSA cycle method."
"PAST610","graduateExclThesisDissertations","Independent Study","{'min': 1, 'max': 14}","Physician Assistant Studies","The Physician Assistant Independent Study course allows students to focus on personalized areas of interest or challenge. Students develop tailored study plans with faculty, covering advanced topics or research, with regular evaluations to ensure alignment with PA program competencies."
"PAST611","graduateExclThesisDissertations","Topics","{'min': 1, 'max': 6}","Physician Assistant Studies","The Physician Assistant Topics course addresses curricular needs essential for institutional and accreditation standards. It offers a comprehensive, adaptable curriculum, ensuring students are well-prepared for the requirements of their training and future professional practice."
"PCST340","upperDivisionUndergraduate","Topics in Peace Studies",3,"Peace Studies","Current topics in Peace Studies to be explored in experimental courses."
"PCST400","upperDivisionUndergraduate","Peace Studies Internship",3,"Peace Studies","Placement in community-based organization active in conflict resolution, peacemaking, and/or social justice. Arranged by student in consultation with advisor. Must be supervised by a faculty member.  
Restriction: junior or senior standing, and permission of Peace Studies advisor and internship instructor."
"PCST1110","lowerDivisionUndergraduate","Introduction to Peace Studies",3,"Peace Studies","Introduction to peace research.  Primary content of Peace Studies program; focuses on the concepts of peace/war, security/ conflict, and violence/non-violence.  Special emphasis on non-violent conflict resolution, human rights, and social justice issues."
"PENP157","lowerDivisionUndergraduate","Cardio Kickboxing",1,"Physical Education (Non-Professional)","A multi dimensional fitness program that is incorporated in kicking and boxing skills. "
"PENP164","lowerDivisionUndergraduate","Walk For Wellness",1,"Physical Education (Non-Professional)","Designed to introduce the basic fundamentals of personal fitness. The workout will consist of correct posture, arm swing, stride and pace which will lower the risk of injury. The topics covered are the following principles of fitness, health related and motor skill related components of fitness, weight control, common fitness injuries and stress management. "
"PENP182","lowerDivisionUndergraduate","Martial Arts",2,"Physical Education (Non-Professional)","Students will be introduced to Martial Arts styles including Tae Kwon Do, Kenpo, Jiu-Jitsu, Aikido concepts, wrestling, boxing and others."
"PEP301","upperDivisionUndergraduate","Physical Education in Secondary Schools",3,"Physical Education (Professional)","Curriculum and pedagogy for effective physical education in secondary schools. Pre-requisites: PEP 319."
"PEP305","upperDivisionUndergraduate","Teaching Exercise",3,"Physical Education (Professional)","An overview of the educational concepts, performance techniques, program design and leadership skills needed to teach group exercise. The course will include analysis and application of effective exercise procedures for all fitness levels.
Prerequisite: 326L and PRPE 2165.
Restriction: admitted to B.S. Exercise Science."
"PEP319","upperDivisionUndergraduate","Physical Education in the Elementary School",3,"Physical Education (Professional)","Curriculum and pedagogy for effective elementary physical education. Pre-requisites: PRPE 2120, PRPE 2125, PRPE 2170, PRPE 2175"
"PEP326L","upperDivisionUndergraduate","Fundamentals of Exercise Physiology",3,"Physical Education (Professional)","Study of the immediate and long-term effects of exercise on physiological systems of the human body. 
Prerequisite: BIOL 2210 and BIOL 2210L."
"PEP351","upperDivisionUndergraduate","Clinical Exercise in Physical Therapy Online",3,"Physical Education (Professional)","This online course addresses physiological effects of exercise related to systems of the body with emphasis on the cardiopulmonary and neuromuscular systems. We apply these principles for designing specialized exercise programs for effective patient care.
Prerequisite: BIOL 2210 and BIOL 2225."
"PEP373","upperDivisionUndergraduate","General Medical Conditions in Athletic Training",3,"Physical Education (Professional)","This course is designed to provide information relative to general medical conditions. Emphasis will be placed on the etiology, development and treatment of pathophysiological processes.
Prerequisite: 481 and PRPE 2145."
"PEP374","upperDivisionUndergraduate","Therapeutic Modalities",3,"Physical Education (Professional)","This course is designed to provide information relative to the physiological principles and operational procedures of contemporary therapeutic modalities as they relate to the care and treatment of athletic injuries.
Prerequisite: PRPE 2145."
"PEP375","upperDivisionUndergraduate","Pharmacology in Athletic Training",3,"Physical Education (Professional)","This course is designed to provide the athletic training student with an understanding of pharmacological applications and governing pharmacy regulations relevant to athletic training.
Prerequisite: 374."
"PEP391","upperDivisionUndergraduate","Problems","{'min': 1, 'max': 3}","Physical Education (Professional)","Individual research into an area proposed by the student and conducted under the direction of a faculty member.
Restriction: permission of instructor."
"PEP400","upperDivisionUndergraduate","Student Teaching in the Elementary School",6,"Physical Education (Professional)","This course is for teacher candidates entering the elementary student teaching practicum. Pre-requisites: PEP 301, PEP 319"
"PEP410","upperDivisionUndergraduate","Assessment in Physical Education",3,"Physical Education (Professional)","Provide physical education students the ability to select, design, and implement performance-based assessment. 
"
"PEP430","upperDivisionUndergraduate","Classroom and Behavior Management in Physical Education",3,"Physical Education (Professional)","Provide physical education students with strategies and techniques for effective classroom/behavior management. 
"
"PEP444","upperDivisionUndergraduate","Teaching and Learning in Physical Education",3,"Physical Education (Professional)","Theories and concepts related to teaching physical education.  
"
"PEP461","upperDivisionUndergraduate","Student Teaching in the Secondary Schools",6,"Physical Education (Professional)","Student teaching in secondary schools. Pre-requisites: PEP 301, PEP 319."
"PEP466","upperDivisionUndergraduate","Adapted Physical Education",3,"Physical Education (Professional)","The field of adaptive and corrective physical education and its relationship to the regular curriculum in PE.
"
"PEP467","upperDivisionUndergraduate","Physical Disabilities and Causes",3,"Physical Education (Professional)","Investigation of etiology, characteristics and treatment appropriate for individuals with physical disabilities who are in public sector, schools and exercise programs."
"PEP469","upperDivisionUndergraduate","Management Concepts in Sport and Fitness Settings",3,"Physical Education (Professional)","This course is designed to prepare prospective managers, directors and program coordinators for sport and fitness settings. Human relations and management skills will be emphasized. 
"
"PEP470","upperDivisionUndergraduate","Designs for Fitness",4,"Physical Education (Professional)","Focuses on physical fitness assessment and exercise prescription and includes 1) use of field tests and laboratory tests to appraise physical fitness levels; 2) designs of individualized physical fitness programs; and 3) evaluation of exercise programs. 
Prerequisite: 326L and PRPE 2155 and PRPE 2165.
Restriction: admitted to B.S. Exercise Science."
"PEP471","upperDivisionUndergraduate","Exercise and Disease Prevention",3,"Physical Education (Professional)","Identification and analysis of current disease prevention issues related to exercise, physical activity and lifestyle.  
Prerequisite: 326L and PRPE 2165. 
Restriction: admitted to B.S. Exercise Science."
"PEP473","upperDivisionUndergraduate","Rehabilitation of Athletic Injuries",3,"Physical Education (Professional)","Designed to provide the athletic training student with the basic components of a comprehensive rehabilitation program, therapeutic goals, modalities and exercise, progression criteria and methods of evaluating/re-evaluating and recording rehabilitation progress.  
Prerequisite: 374 and BIOL 2210 and BIOL 2210L and BIOL 2225 and BIOL 2225L and PRPE 2135 and PRPE 2145 and PRPE 2165."
"PEP474","upperDivisionUndergraduate","Athletic Training Administration",3,"Physical Education (Professional)","The student will learn to plan, coordinate and supervise administrative components of an athletic training program for a high school, college or professional athletic organization.  
Prerequisite: 374 and 481."
"PEP475","upperDivisionUndergraduate","EKG Interpretation",3,"Physical Education (Professional)","Anatomical and physiological approach to the interpretation of resting 12-lead electrocardiograms. Course fee. "
"PEP476","upperDivisionUndergraduate","Exercise Testing and Interpretation",3,"Physical Education (Professional)","Practical and theoretical skills necessary to safely conduct graded exercise tests on treadmills and ergometers. 
"
"PEP478","upperDivisionUndergraduate","Sports Physiology",3,"Physical Education (Professional)","The student will learn to properly analyze any sport in terms of specific conditioning demands and be able to design a training prescription for any sport.  
Prerequisite: 326L and PRPE 2165. 
Restriction: admitted to B.S. Exercise Science."
"PEP479","upperDivisionUndergraduate","Organization and Administration of Physical Education",3,"Physical Education (Professional)","Program building, including criteria for the selection of activities and progression, and other factors affecting course of study such as facilities, equipment, budget, laws, policies, professional responsibilities."
"PEP480","upperDivisionUndergraduate","Principles of Coaching",3,"Physical Education (Professional)","This course consists of an in-depth study of the coaching profession, helping students develop an understanding of the nature of the profession and its inherent responsibilities."
"PEP481","upperDivisionUndergraduate","Athletic Training Clinical II",4,"Physical Education (Professional)","Provide an introduction to basic clinical skills used in the professional activities of the athletic trainer. Fieldwork in the athletic training room is included. Minimum of 200 clinical hours.
Prerequisite: PRPE 2145."
"PEP483","upperDivisionUndergraduate","Athletic Training Clinical III",4,"Physical Education (Professional)","Provide the athletic training student with an opportunity to apply clinical skills. The athletic training student gains practical experience through assignment to an approved clinical instructor. Minimum of 200 clinical hours. Prerequisite: 481."
"PEP486","upperDivisionUndergraduate","Ergogenic Aids for Sport Performance",3,"Physical Education (Professional)","The use of ergogenic aids, whether pharmacological, technological or psychological is widely used in sport. This course will focus on identifying and exploring the effects of researched ergogenic aids.
"
"PEP488","upperDivisionUndergraduate","Athletic Training Clinical IV",4,"Physical Education (Professional)","Provides the opportunity to apply clinical skills and gain field experience through assignment to an off-campus high school and/or clinic setting. Minimum of 200 clinical hours. Prerequisite: 483."
"PEP489","upperDivisionUndergraduate","Research in Athletic Training",3,"Physical Education (Professional)","This course is designed to examine evidence-based practice, patient outcomes and research in the field of athletic training.
Prerequisite: 375 and 473 and 483 and PRPE 2140.
Restriction: admitted to B.S. Athletic Training."
"PEP490","upperDivisionUndergraduate","Topics in Athletic Training",4,"Physical Education (Professional)","This course is designed to examine current topics, career development, practice analysis and transition to practice in the field of athletic training.
Prerequisite: 375 and 473 and 483 and PRPE 2140.
"
"PEP493","upperDivisionUndergraduate","Topics","{'min': 1, 'max': 3}","Physical Education (Professional)","A course exploring a topic not covered by the standard curriculum but of interest to faculty and students in a particular semester."
"PEP495","upperDivisionUndergraduate","Practicum","{'min': 3, 'max': 6}","Physical Education (Professional)","Planned and supervised professional laboratory or field experiences in agency or institutional setting.  Restriction: permission of instructor. "
"PEP498","upperDivisionUndergraduate","Exercise Science Senior Seminar",1,"Physical Education (Professional)","A capstone for Exercise Science students in their last semester of the program. The course bridges the gap between undergraduate education and Exercise Science research.

Restriction: Exercise Science students in the last semester of program."
"PEP499L","upperDivisionUndergraduate","Emergent Response in Athletic Training",4,"Physical Education (Professional)","Best practices to manage traumatic injuries, respiratory and circulatory arrest, and acute illness will be presented, discussed, and practices as outlined in the educational competencies set by the National Athletic Trainers' Association Board of Certification.
Prerequisite: PRPE 2110 and PRPE 2130 and PRPE 2135 and PRPE 2140 and PRPE 2145."
"PEP500","graduateExclThesisDissertations","Exercise Science Seminar",1,"Physical Education (Professional)","Designed to orient students to Exercise Science graduate programs and serves as a forum for exchange of research in the field."
"PEP501","graduateExclThesisDissertations","Advanced Exercise Physiology",3,"Physical Education (Professional)","Specific topics of interest to those who need an introduction to the practice of exercise physiology and to become familiar with research possibilities and career opportunities in the field of exercise physiology."
"PEP502","graduateExclThesisDissertations","Designs for Fitness",4,"Physical Education (Professional)","Focuses on physical fitness assessment and exercise prescription and includes 1) use of field tests and laboratory tests to appraise physical fitness levels; 2) designs of individualized physical fitness programs; and 3) evaluation of exercise programs. "
"PEP503","graduateExclThesisDissertations","EKG Interpretation",3,"Physical Education (Professional)","Anatomical and physiological approach to the interpretation of resting 12-lead electrocardiograms. Course fee."
"PEP507","graduateExclThesisDissertations","Research Design in HPER",3,"Physical Education (Professional)","Emphasizes an understanding of different research designs, their level of sophistication and their application from both a theoretical and practical point of view."
"PEP508","graduateExclThesisDissertations","Exercise Testing and Interpretation",3,"Physical Education (Professional)","Practical and theoretical skills necessary to safely conduct graded exercise tests on treadmills and ergometers. Prerequisite: 502 and 503."
"PEP510","graduateExclThesisDissertations","Curriculum Construction in Physical Education",3,"Physical Education (Professional)","Designed for those individuals engaged in curriculum development and revision. Theoretical and practical application for construction of physical education courses/programs."
"PEP516","graduateExclThesisDissertations","Seminar in Physical Education",3,"Physical Education (Professional)","The course covers current topics, trends and issues in physical education and sport."
"PEP527","graduateExclThesisDissertations","Metabolic Considerations of Exercise Science",3,"Physical Education (Professional)","An advanced study of the methodology, techniques and applications of biochemistry research as it applies to metabolic aspects of exercise and nutritional biochemistry."
"PEP530","graduateExclThesisDissertations","Laboratory Procedures and Instrumentation in Applied Physiology",3,"Physical Education (Professional)","Use of all routine testing procedures and instrumentation in the Center for Exercise Laboratory. Requires considerable extra-class independent work in the laboratory. Completion of this course is mandatory for any student planning to use the laboratory facilities."
"PEP532","graduateExclThesisDissertations","Body Composition",3,"Physical Education (Professional)","Covers theoretical and applied aspects of body composition assessment. Students critically analyze currently used and newly developed laboratory and field techniques for evaluating body composition."
"PEP539","graduateExclThesisDissertations","Introduction to Sport Administration",3,"Physical Education (Professional)","Provides the opportunity for students interested in pursuing a career in the broad field of sport administration to identify the skills, knowledge and experiences needed by managers of sport programs. Analyze potential career opportunities."
"PEP540","graduateExclThesisDissertations","Sport Sociology",3,"Physical Education (Professional)","Investigates: a) the reciprocal impact of sport on society; b) individual and group behavior as influenced by social relationships within social settings; and c) the multiple roles of sport in cross-cultural contexts."
"PEP541","graduateExclThesisDissertations","Ethics in Sport and Fitness",3,"Physical Education (Professional)","Designed to promote critical self-evaluation, examine one's philosophy/values, refine moral reasoning skills and study moral/ethical issues in sport and exercise environments."
"PEP544","graduateExclThesisDissertations","Physiology of Resistance Training",3,"Physical Education (Professional)","This course is intended to be an advanced study of the tissue and systems research published on acute and chronic physiological adaptations known to occur with resistance training.
Restriction: admitted to M.S. Physical Education or Ph.D. Physical Education, Sports and Exercise Science."
"PEP545","graduateExclThesisDissertations","Sport Leadership",3,"Physical Education (Professional)","Study of leadership theory and its application to the effective administration of sport programs. Course also examines current sport leadership research as well as the governance of amateur and professional sport organizations."
"PEP547","graduateExclThesisDissertations","Sport Marketing and Promotions",3,"Physical Education (Professional)","A study of the current approaches sport managers utilize for conducting relationships with consumers in sport environments. The course will focus on evaluation of sport sponsorships, promotional strategies and development of a marketing plan."
"PEP548","graduateExclThesisDissertations","Financing Sport",3,"Physical Education (Professional)","A study of the approaches sport managers utilize for acquiring revenue and managing funds in sport environments. The course will focus on economic impact studies, public subsidization of sport facilities and innovative revenue acquisition strategies."
"PEP561","graduateExclThesisDissertations","Risk Management in Sport",3,"Physical Education (Professional)","This course will focus primarily on one practical aspect of sport law and sport management, that of liability, safety and risk management. The course is designed to help teachers, coaches, facility managers, program directors, etc. develop the knowledge and skills to recognize and eliminate dangerous situations before they become a problem."
"PEP562","graduateExclThesisDissertations","Exercise in Extreme Environment",3,"Physical Education (Professional)","Classic and recent published research is used to explore the altered exercise-related human physiology during human exposure to our main environmental stressors-altitude/ hypoxia, heat/dehydration, positive g-forces and microgravity."
"PEP566","graduateExclThesisDissertations","Legal Aspects of Sports",3,"Physical Education (Professional)","A study of selected areas of the law and how they relate to the world of sports, physical activity, physical education and recreation. An emphasis will be placed on current issues and practical applications. "
"PEP570","graduateExclThesisDissertations","The Analysis of Teaching Physical Education",3,"Physical Education (Professional)","Investigates education in contemporary society, examines theories and styles of teaching, reviews research related to teaching, studies methods for determining teacher effectiveness and discusses other topics related to teaching physical education."
"PEP571","graduateExclThesisDissertations","Assessment and Data Literacy in Physical Education",3,"Physical Education (Professional)","This course provides graduate students with an enhanced understanding of data driven decision making, data literacy, and assessment as related to standards-based curriculum development in physical education."
"PEP575","graduateExclThesisDissertations","Sport Facilities Planning and Construction",3,"Physical Education (Professional)","This course provides an overview of the fundamentals of planning, design and construction of athletic, physical education, recreation and sport facilities and the relationship of facilities to programs."
"PEP576","graduateExclThesisDissertations","Sport Event Management",3,"Physical Education (Professional)","Provides students with the knowledge, skills and understanding necessary to propose, develop and conduct sport-related contests and special events. Also covers elements of facility and game management.  "
"PEP579","graduateExclThesisDissertations","Sports Physiology",3,"Physical Education (Professional)","The student will learn to properly analyze any sport in terms of specific conditioning demands and be able to design a training prescription for any sport. "
"PEP582","graduateExclThesisDissertations","Principles of Coaching",3,"Physical Education (Professional)","This course consists of an in-depth study of the coaching profession, helping students develop an understanding of the nature of the profession and its inherent responsibilities."
"PEP583","graduateExclThesisDissertations","Sociopolitical Issues in Teaching Physical Education",3,"Physical Education (Professional)","Presents an introduction to sociopolitical issues in teaching and teacher socialization and varying perspectives surrounding the study of how teachers adopt the values, skills, knowledge, and cultural norms of the profession of teaching."
"PEP584","graduateExclThesisDissertations","Readings in Physical Education Teacher Education",3,"Physical Education (Professional)","Provides an introduction to research in physical education teacher education. Readings, discussion, and writings serve to deepen understanding literature and guide students to identifying an area of interest for their capstone project, thesis, or dissertation."
"PEP590","graduateExclThesisDissertations","Supervision of Physical Education Programs",3,"Physical Education (Professional)","Designed to examine supervisory theory and research to help students acquire an understanding of all the areas supervision in physical education encompasses and to assist the student to develop specific supervisory skills.  "
"PEP591","graduateExclThesisDissertations","Problems","{'min': 1, 'max': 3}","Physical Education (Professional)","Individual research into an area proposed by the student and conducted under the direction of a faculty member.
Restriction: permission of instructor."
"PEP593","graduateExclThesisDissertations","Topics","{'min': 1, 'max': 3}","Physical Education (Professional)","A course exploring a topic not covered by the standard curriculum but of interest to faculty and students in a particular semester."
"PEP595","graduateExclThesisDissertations","Advanced Field Experiences","{'min': 3, 'max': 6}","Physical Education (Professional)","Practical experience in a public, private or non-profit organization, supervised by a professional with an academic component overseen by a UNM instructor.
Restriction: permission of instructor."
"PEP598","graduateExclThesisDissertations","Directed Readings in Physical Education","{'min': 3, 'max': 6}","Physical Education (Professional)","A faculty-directed exploration of a specific topic through reading, discussion, and critique."
"PEP599","thesis_599","Master's Thesis","{'min': 1, 'max': 6}","Physical Education (Professional)","Faculty-supervised investigative study that results in the development and writing of a master’s thesis.
Offered on a CR/NC basis only."
"PEP604","graduateExclThesisDissertations","Dissertation Seminar",3,"Physical Education (Professional)","This course is designed to assist doctoral students in the preparation and writing of their dissertation proposal. Students focus their research project, and prepare their draft dissertation proposal and PowerPoint presentation. "
"PEP605","graduateExclThesisDissertations","Special Topics in Sport Pedagogy","3","Physical Education (Professional)","This course is designed to present graduate students with the most innovative research trends and topics in sport pedagogy and PETE. Topics and content for the course are different with each iteration and are the discretion of the faculty member serving as the instructor of record."
"PEP606","graduateExclThesisDissertations","Social Justice in Physical Activity and Sport","3","Physical Education (Professional)","This course is designed for graduate students to deeply examine the literature and discussion surrounding sociocultural perspectives and issues, critical pedagogies, and their specific implementation in physical education, physical activity, and sport contexts. "
"PEP607","graduateExclThesisDissertations","Administration of PETE Programs","3","Physical Education (Professional)","This course is designed for graduate students to engage in applied and research-driven discussions and practice implementing a physical education teacher education program."
"PEP608","graduateExclThesisDissertations","Pedagogy Research Laboratory","{'min': '1', 'max': '6'}","Physical Education (Professional)","This course is designed for graduate students to gain practical experience in empirical research in physical education teacher education within the context of a collaborative research group. "
"PEP609","graduateExclThesisDissertations","Using Theory in Kinesiology Research","3","Physical Education (Professional)","This course will present graduate students with select theoretical frameworks that are commonly used in sport pedagogy research and how to utilize them in designing rigorous studies that are grounded in theory."
"PEP612","graduateExclThesisDissertations","Organizational Theory in Sport",3,"Physical Education (Professional)","Examines current research related to organizational study in amateur, professional and commercial sport. Requires analysis of topic related to sport organization goals and effectiveness, structure, strategy, change, politics and organizational culture. "
"PEP614","graduateExclThesisDissertations","Sport Consumer Behavior",3,"Physical Education (Professional)","This course will compare and contrast the various research methodologies most commonly practiced in sport marketing settings. Through systematic analysis of the sport marketing mix, students will demonstrate proficiency in conducting and presenting sport market research."
"PEP618","graduateExclThesisDissertations","Seminar in Sport Research",3,"Physical Education (Professional)","Provides an understanding of the foundational research and literature in Sport Administration. An in-depth literature review of a selected topic will be conducted and future research questions will be identified."
"PEP625","graduateExclThesisDissertations","Writing for Professional Publication",3,"Physical Education (Professional)","Designed to guide the student through the process of writing, organizing, illustrating and submitting scientific papers for publication in scholarly journals."
"PEP627","graduateExclThesisDissertations","Professional Considerations for Exercise Science",3,"Physical Education (Professional)","Latest research on specific topics of present interest is synthesized, presented and discussed. Course requires independent work, active participation in class discussions and advanced standing in exercise physiology."
"PEP628","graduateExclThesisDissertations","Cellular and Molecular Considerations of Exercise Science",3,"Physical Education (Professional)","An advanced study of methodology, techniques and applications of biochemistry research applicable to exercise science. Emphasis will be placed on many of the applied and molecular aspects in research."
"PEP691","graduateExclThesisDissertations","Problems","{'min': 1, 'max': 3}","Physical Education (Professional)","Individual research into an area proposed by the student and conducted under the direction of a faculty member.
Restriction: permission of instructor."
"PEP696","graduateExclThesisDissertations","Internship","{'min': 3, 'max': 6}","Physical Education (Professional)","Practical experience in a public, private or non-profit organization, supervised by a professional with an academic component overseen by a UNM instructor.
Restriction: permission of instructor."
"PEP698","graduateExclThesisDissertations","Directed Readings in Physical Education","{'min': 3, 'max': 6}","Physical Education (Professional)","A faculty-directed exploration of a specific topic through reading, discussion, and critique.
Restriction: permission of instructor."
"PEP699","dissertation_699","Dissertation","{'min': 3, 'max': 12}","Physical Education (Professional)","Faculty-supervised investigative study that results in the development and writing of a doctoral dissertation.
Offered on a CR/NC basis only."
"PH101","lowerDivisionUndergraduate","Introduction to Population Health",3,"Public Health","Introduction to Population Health provides a population perspective on the multi-level (ecologic) determinants of health, disease and injury; the programs, policies and services that protect and promote health and prevent disease; and the analytic tools used by population health professionals."
"PH102","lowerDivisionUndergraduate","Global Health Challenges and Responses",3,"Public Health","Global health is concerned with developing theories and methods to understand the roots of social, economic, political and environmental determinants of health, with a focus on the nature of health inequalities across the world."
