course_code,course_title,course_description,course_credits,department
SpEd 420,Career and Community Studies Fourth Year of Study,,Credits2,SpEd - Special Education
SpEd 422,Comprehensive Individualized Assessment and Curriculum I,,Credits3,SpEd - Special Education
SpEd 423,Comprehensive Individualized Assessment and Curriculum II,,Credits3,SpEd - Special Education
SpEd 425,Student Teaching,,Credits6-15,SpEd - Special Education
SpEd 426,IEP and Collaborative Teaming,,Credits3,SpEd - Special Education
SpEd 427,IEP and Collaborative Teaming (Secondary),,Credits3,SpEd - Special Education
SpEd 430,Families and Advocacy,,Credits3,SpEd - Special Education
SpEd 431,Families and Advocacy (Secondary),,Credits3,SpEd - Special Education
SpEd 432,Inclusive Practices,,Credits2,SpEd - Special Education
SpEd 433,Math Assessment and Instruction,,Credits3,SpEd - Special Education
SpEd 437,Reading Assessment and Instruction (Elementary),,Credits3-4,SpEd - Special Education
SpEd 438,Reading Assessment and Instruction (Secondary),,Credits3-4,SpEd - Special Education
SpEd 439,Historical and Contemporary Issues in Disability Studies,,Credits4,SpEd - Special Education
SpEd 448,Positive Behavior Support in the Classroom,,Credits3,SpEd - Special Education
SpEd 455,Working With LEP Children Who Have Special Needs,,Credits2,SpEd - Special Education
SpEd 460,Outdoor Education/Recreation With Persons With Disabilities,,Credits6,SpEd - Special Education
SpEd 480,Introduction to Early Intervention/Early Childhood Special Education,,Credits3,SpEd - Special Education
SpEd 481,Family Guided Early Intervention,,Credits3,SpEd - Special Education
SpEd 482,Specialized Techniques: Early Intervention/Early Childhood Special Education,,Credits3,SpEd - Special Education
SpEd 483,Communication and Language Development: EI/SE (Early Intervention/Early Childhood Special Education),,Credits3,SpEd - Special Education
SpEd 487,Introduction to Infant Toddler Mental Health,,Credits3,SpEd - Special Education
SpEd 501,Research,,Credits1-9,SpEd - Special Education
SpEd 502,Independent Study,,Credits0-9,SpEd - Special Education
SpEd 503,Thesis,,Credits1-9,SpEd - Special Education
SpEd 504,Cooperative Education/Internship,,Credits1-9,SpEd - Special Education
SpEd 505,Reading and Conference,,Credits1-9,SpEd - Special Education
SpEd 506,Special Problems,,Credits1-9,SpEd - Special Education
SpEd 507,Seminar,,Credits1-12,SpEd - Special Education
SpEd 508,Workshop,,Credits1-9,SpEd - Special Education
SpEd 509,Practicum,,Credits1-9,SpEd - Special Education
SpEd 510,Experimental Course,,Credits1-12,SpEd - Special Education
SpEd 511,Foundations of Special Education,,Credits3,SpEd - Special Education
SpEd 512,Diagnostic Assessment,,Credits3-4,SpEd - Special Education
SpEd 513,Classroom Based Assessment and Instructional Planning,,Credits3,SpEd - Special Education
SpEd 514,Legal and Ethical Foundations of Special Education,,Credits3,SpEd - Special Education
SpEd 515,"Classroom Assessment, Instruction, and Behavior Management (Elementary)",,Credits4,SpEd - Special Education
SpEd 516,"Classroom Assessment, Instruction, and Behavior Management (Secondary)",,Credits4,SpEd - Special Education
SpEd 518,Survey of Exceptional Learners,,Credits3,SpEd - Special Education
SpEd 519,Principles of Special Education,,Credits3,SpEd - Special Education
SpEd 520,Collaboration I: Families and Community - EL and EI/SE,,Credits3,SpEd - Special Education
SpEd 522,Comprehensive Individualized Assessment and Curriculum I,,Credits3,SpEd - Special Education
SpEd 523,Comprehensive Individualized Assessment and Curriculum II,,Credits3,SpEd - Special Education
SpEd 524,Collaboration II: Schools and Inclusion Strategies (Mid-level/High School),,Credits3,SpEd - Special Education
SpEd 525,Student Teaching,,Credits6-15,SpEd - Special Education
SpEd 526,IEP and Collaborative Teaming,,Credits3,SpEd - Special Education
SpEd 527,IEP and Collaborative Teaming (Secondary),,Credits3,SpEd - Special Education
SpEd 528,Instructional Methods I: Literacy (Midlevel/High School),,Credits3,SpEd - Special Education
SpEd 529,Instructional Methods II: Math and Content Instruction (Mid-level/High School),,Credits3,SpEd - Special Education
SpEd 530,Families and Advocacy,,Credits3,SpEd - Special Education
SpEd 531,Families and Advocacy (Secondary),,Credits3,SpEd - Special Education
SpEd 532,Inclusive Practices,,Credits2,SpEd - Special Education
SpEd 533,Math Assessment and Instruction,,Credits3,SpEd - Special Education
SpEd 536,Specialized Techniques,,Credits3,SpEd - Special Education
SpEd 537,Reading Assessment and Instruction (Elementary),,Credits3-4,SpEd - Special Education
SpEd 538,Reading Assessment and Instruction (Secondary),,Credits3-4,SpEd - Special Education
SpEd 539,Historical and Contemporary Issues in Disability Studies,,Credits4,SpEd - Special Education
SpEd 540,Foundations of Education for the Visually Impaired Learner,,Credits3,SpEd - Special Education
SpEd 541,Implications of Vision Problems of Children/Youth,,Credits3,SpEd - Special Education
SpEd 542,Assessment of the Visually Impaired,,Credits3,SpEd - Special Education
SpEd 543,Reading and Literacy  - Visually Impaired Learners,,Credits3,SpEd - Special Education
SpEd 544,Methods of Teaching Academics: Visually Impaired Learner,,Credits3,SpEd - Special Education
SpEd 545,Introduction to Orientation and Mobility and Independent Living Skills,,Credits3,SpEd - Special Education
SpEd 546,Braille I,,Credits3,SpEd - Special Education
SpEd 547,Braille II,,Credits2,SpEd - Special Education
SpEd 548,Positive Behavior Support in the Classroom,,Credits3,SpEd - Special Education
SpEd 549,Orientation and Mobility Methods,,Credits3,SpEd - Special Education
SpEd 550,Orientation and Mobility Assessment and Instruction - Children,,Credits3,SpEd - Special Education
SpEd 551,Orientation and Mobility Assessment and Instruction - Adults,,Credits3,SpEd - Special Education
SpEd 552,Orientation and Mobility Advanced Techniques,,Credits4,SpEd - Special Education
SpEd 553,Leisure Education for Persons with Disabilities,,Credits3,SpEd - Special Education
SpEd 554,Orientation and Mobility Practicum,,Credits3-12,SpEd - Special Education
SpEd 555,Working With LEP Children Who Have Special Needs,,Credits2,SpEd - Special Education
SpEd 556,Career Education for Persons with Disabilities,,Credits3,SpEd - Special Education
SpEd 558,Concepts and Principles of Applied Behavior Analysis,,Credits5,SpEd - Special Education
SpEd 559,Assessing Behavior,,Credits5,SpEd - Special Education
SpEd 560,Outdoor Education/Recreation With Persons With Disabilities,,Credits6,SpEd - Special Education
SpEd 561,PBS: Behavior-Change Strategies,,Credits5,SpEd - Special Education
SpEd 562,Ethical Issues in Applied Behavior Analysis,,Credits5,SpEd - Special Education
SpEd 563,Advanced Techniques of Reading,,Credits3,SpEd - Special Education
SpEd 564,Learning Disabilities,,Credits3,SpEd - Special Education
SpEd 565,Single-Subject Research Design in Applied Behavior Analysis,,Credits5,SpEd - Special Education
SpEd 566,Advanced Research Methods in ABA,,Credits4,SpEd - Special Education
SpEd 567,ABA Leadership Capstone,,Credits3,SpEd - Special Education
SpEd 568,Advanced Behavior Management,,Credits3,SpEd - Special Education
SpEd 570,Communication Systems for Persons with Severe Disabilities,,Credits3,SpEd - Special Education
SpEd 571,Adolescents with Learning Differences,,Credits2,SpEd - Special Education
SpEd 573,Assessment and Planning for Students With Mild Disabilities,,Credits3,SpEd - Special Education
SpEd 575,Braille III/Technology for the Visually Impaired,,Credits3,SpEd - Special Education
SpEd 576,Visually Impaired Learner with Additional Disabilities,,Credits3,SpEd - Special Education
SpEd 577,Interagency Collaboration,,Credits2,SpEd - Special Education
SpEd 579,Literacy in Early Intervention/Special Education,,Credits3,SpEd - Special Education
SpEd 580,Introduction to Early Intervention/Early Childhood Special Education,,Credits3,SpEd - Special Education
SpEd 581,Family Guided Early Intervention,,Credits3,SpEd - Special Education
SpEd 582,Specialized Techniques: Early Intervention/Early Childhood Special Education,,Credits3,SpEd - Special Education
SpEd 583,Communication and Language Development: EI/SE (Early Intervention/Early Childhood Special Education),,Credits3,SpEd - Special Education
SpEd 584,Assessment: EI/SE,,Credits3,SpEd - Special Education
SpEd 585,Instructional Strategies I: EI/SE,,Credits3,SpEd - Special Education
SpEd 586,Instructional Strategies II: EI/SE,,Credits3,SpEd - Special Education
SpEd 587,Introduction to Infant Toddler Mental Health,,Credits3,SpEd - Special Education
SpEd 594,Assessment Methods and Classification in Infant Mental Health,,Credits3,SpEd - Special Education
SpEd 595,Prevention and Intervention in Infant Mental Health,,Credits3,SpEd - Special Education
SpEd 596,Topics in Special Education Research,,Credits3,SpEd - Special Education
SpEd 597,Topics in Special Education Issues and Practices,,Credits3,SpEd - Special Education
SpEd 601,Research,,Credits1-12,SpEd - Special Education
SpEd 602,Independent Study,,Credits1-9,SpEd - Special Education
SpEd 603,Dissertation,,Credits1-12,SpEd - Special Education
SpEd 604,Cooperative Education/Internship,,Credits1-9,SpEd - Special Education
SpEd 605,Reading and Conference,,Credits1-9,SpEd - Special Education
SpEd 606,Special Problems,,Credits1-9,SpEd - Special Education
SpEd 607,Seminar,,Credits1-12,SpEd - Special Education
SpEd 608,Workshop,,Credits1-9,SpEd - Special Education
SpEd 609,Practicum,,Credits1-9,SpEd - Special Education
SpEd 610,Selected Topics,,Credits1-12,SpEd - Special Education
SpEd 801,Research,,Credits0-9,SpEd - Special Education
SpEd 802,Independent Study,,Credits0-9,SpEd - Special Education
SpEd 804,Cooperative Education/Internship,,Credits0-9,SpEd - Special Education
SpEd 805,Reading and Conference,,Credits0-9,SpEd - Special Education
SpEd 806,Special Problems,,Credits0-9,SpEd - Special Education
SpEd 807,Seminar,,Credits0-9,SpEd - Special Education
SpEd 808,Workshop,,Credits0-9,SpEd - Special Education
SpEd 809,Practicum,,Credits0-9,SpEd - Special Education
SpEd 810,Experimental Course,,Credits0-9,SpEd - Special Education
SpHr 199,Special Studies,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 222,"Introduction to Speech, Language & Hearing Sciences",,Credits4,SpHr - Speech & Hearing Sci
SpHr 299,Special Studies,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 365U,"Survey of Speech, Language, and Hearing Disorders",,Credits4,SpHr - Speech & Hearing Sci
SpHr 370,Phonetics and Acoustics,,Credits4,SpHr - Speech & Hearing Sci
SpHr 371,Anatomy and Physiology of Speech and Swallowing,,Credits4,SpHr - Speech & Hearing Sci
SpHr 372U,Speech and Language Development in Children,,Credits4,SpHr - Speech & Hearing Sci
SpHr 383,Diversity and Advocacy for Pre-Professionals,,Credits4,SpHr - Speech & Hearing Sci
SpHr 385,Autism,,Credits4,SpHr - Speech & Hearing Sci
SpHr 394,Guided Observation,,Credits1,SpHr - Speech & Hearing Sci
SpHr 395,Directed Clinical Assistantship,,Credits2,SpHr - Speech & Hearing Sci
SpHr 399,Special Studies,,Credits0-15,SpHr - Speech & Hearing Sci
SpHr 401,Research,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 402,Independent Study,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 403,Thesis,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 404,Cooperative Education/Internship,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 405,Reading and Conference,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 406,Special Projects,,Credits1-8,SpHr - Speech & Hearing Sci
SpHr 407,Seminar,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 408,Workshop,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 409,Practicum,,Credits0-12,SpHr - Speech & Hearing Sci
SpHr 410,Selected Topics,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 461,Neurology of Speech and Hearing,,Credits4,SpHr - Speech & Hearing Sci
SpHr 463,Language Disorders in Children,,Credits4,SpHr - Speech & Hearing Sci
SpHr 464,Speech Disorders in Children,,Credits4,SpHr - Speech & Hearing Sci
SpHr 465,Introduction to Research Methods for Clinical Scientists,,Credits4,SpHr - Speech & Hearing Sci
SpHr 471,Neurolinguistics,,Credits4,SpHr - Speech & Hearing Sci
SpHr 473,Perspectives on Disability,,Credits4,SpHr - Speech & Hearing Sci
SpHr 480,Introduction to Sociocultural Aspects of Interactions,,Credits4,SpHr - Speech & Hearing Sci
SpHr 485,Bilingualism and Communication Disorders,,Credits4,SpHr - Speech & Hearing Sci
SpHr 487,Hearing Sciences,,Credits4,SpHr - Speech & Hearing Sci
SpHr 488,Clinical Audiology,,Credits4,SpHr - Speech & Hearing Sci
SpHr 489,Aural Rehabilitation,,Credits4,SpHr - Speech & Hearing Sci
SpHr 491,Principles of Behavior Analysis: Clinical Applications,,Credits4,SpHr - Speech & Hearing Sci
SpHr 495,Neurogenic Communication Disorders,,Credits4,SpHr - Speech & Hearing Sci
SpHr 496,Introduction to Clinical Management,,Credits4,SpHr - Speech & Hearing Sci
SpHr 501,Research,,Credits1-9,SpHr - Speech & Hearing Sci
SpHr 502,Independent Study,,Credits1-9,SpHr - Speech & Hearing Sci
SpHr 503,Thesis,,Credits1-9,SpHr - Speech & Hearing Sci
SpHr 504,Cooperative Education/Internship,,Credits1-9,SpHr - Speech & Hearing Sci
SpHr 505,Reading and Conference,,Credits0-9,SpHr - Speech & Hearing Sci
SpHr 506,Special Projects,,Credits1-9,SpHr - Speech & Hearing Sci
SpHr 507,Seminar,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 508,Workshop,,Credits1-9,SpHr - Speech & Hearing Sci
SpHr 509,Practicum,,Credits1-9,SpHr - Speech & Hearing Sci
SpHr 510,Selected Topics,,Credits1-12,SpHr - Speech & Hearing Sci
SpHr 530,Evidence-based Practices in Communication Disorders,,Credits4,SpHr - Speech & Hearing Sci
SpHr 540,Multicultural Topics in Communication Disorders,,Credits2,SpHr - Speech & Hearing Sci
SpHr 541,Bilingual Topics in Communication Disorders,,Credits2,SpHr - Speech & Hearing Sci
SpHr 545,Pathways to Professional Practice,,Credits2,SpHr - Speech & Hearing Sci
SpHr 553,Counseling in Communication Disorders,,Credits2,SpHr - Speech & Hearing Sci
SpHr 554,Advanced Speech Sound Disorders: Theories and Application,,Credits4,SpHr - Speech & Hearing Sci
SpHr 555,Assessment and Treatment of Dysphagia in Adults,,,SpHr - Speech & Hearing Sci
SpHr 556,Assessment and Treatment of Dysphagia in Pediatrics,,,SpHr - Speech & Hearing Sci
SpHr 558,Symbol Systems in Early Communication,,Credits2,SpHr - Speech & Hearing Sci
SpHr 559,Augmentative and Alternative Communication,,Credits2,SpHr - Speech & Hearing Sci
SpHr 560,Research Methods in Communication Sciences and Disorders,,Credits4,SpHr - Speech & Hearing Sci
SpHr 562,Cognitive Rehabilitation,,Credits4,SpHr - Speech & Hearing Sci
SpHr 563,Adult Language Disorders,,Credits4,SpHr - Speech & Hearing Sci
SpHr 564,Medical Speech-Language Pathology I,,Credits2,SpHr - Speech & Hearing Sci
SpHr 566,Motor Speech Disorders,,Credits4,SpHr - Speech & Hearing Sci
SpHr 567,Cleft and Craniofacial Disorders,,Credits2,SpHr - Speech & Hearing Sci
SpHr 568,Medical Speech Pathology II,,Credits2,SpHr - Speech & Hearing Sci
SpHr 571,Neurolinguistics,,Credits4,SpHr - Speech & Hearing Sci
SpHr 573,Perspectives on Disability,,Credits4,SpHr - Speech & Hearing Sci
SpHr 581,Stuttering,,Credits3,SpHr - Speech & Hearing Sci
SpHr 582,Voice Disorders,,Credits3,SpHr - Speech & Hearing Sci
SpHr 584,Assessment and Treatment of Language Disorders: Birth to Age Five,,Credits4,SpHr - Speech & Hearing Sci
SpHr 585,Assessment and Treatment of Language Disorders in School-aged Children and Adolescents,,Credits4,SpHr - Speech & Hearing Sci
SpHr 586,Autism,,Credits2,SpHr - Speech & Hearing Sci
SpHr 587,Advanced Topics in Literacy in Children with Language Impairments,,Credits2,SpHr - Speech & Hearing Sci
SpHr 588,Advanced Assessment and Intervention for Bilinguals,,Credits2,SpHr - Speech & Hearing Sci
SSc 299,Special Studies,,Credits1-6,SSc - Social Science: General
SSc 601,Research,,Credits1-12,SSc - Social Science: General
SSc 602,Independent Study,,Credits1-9,SSc - Social Science: General
SSc 603,Thesis,,Credits1-12,SSc - Social Science: General
SSc 604,Cooperative Education/Internship,,Credits1-9,SSc - Social Science: General
SSc 605,Reading and Conference,,Credits1-9,SSc - Social Science: General
SSc 606,Special Problems/Projects,,Credits1-9,SSc - Social Science: General
SSc 607,Seminar,,Credits1-12,SSc - Social Science: General
SSc 608,Workshop,,Credits1-9,SSc - Social Science: General
SSc 609,Practicum,,Credits1-9,SSc - Social Science: General
SSc 610,Selected Topics,,Credits1-12,SSc - Social Science: General
Stat 105,Elementary Data Analysis,,Credits4,Stat - Statistics
Stat 199,Special Studies,,Credits1-12,Stat - Statistics
Stat 241,Application of Statistics for Business,,Credits4,Stat - Statistics
Stat 243R,Recitation for Stat 243Z,,Credits0,Stat - Statistics
Stat 243Z,Elementary Statistics I,,Credits4,Stat - Statistics
Stat 244,Introduction to Probability and Statistics II,,Credits4,Stat - Statistics
Stat 244R,Recitation for Stat 244,,Credits0,Stat - Statistics
Stat 299,Special Studies,,Credits1-4,Stat - Statistics
Stat 351,Probability and Statistics for Electrical and Computer Engineering,,Credits4,Stat - Statistics
Stat 353,Exploratory Data Analysis and Statistics for Mechanical and Materials Engineering,,Credits4,Stat - Statistics
Stat 361,Introduction to Statistical Methods,,Credits4,Stat - Statistics
Stat 363,Statistical Computing and Data Visualization in R,,Credits4,Stat - Statistics
Stat 364,Modern Regression Analysis,,Credits4,Stat - Statistics
Stat 366,Introduction to Experimental Design,,Credits4,Stat - Statistics
Stat 387,Introduction to Statistical Learning,,Credits4,Stat - Statistics
Stat 399,Special Studies,,Credits1-6,Stat - Statistics
Stat 401,Research,,Credits1-12,Stat - Statistics
Stat 402,Independent Study,,Credits1-12,Stat - Statistics
Stat 403,Thesis,,Credits1-12,Stat - Statistics
Stat 404,Cooperative Education/Internship,,Credits1-12,Stat - Statistics
Stat 405,Reading and Conference,,Credits1-12,Stat - Statistics
Stat 406,Special Projects,,Credits1-12,Stat - Statistics
Stat 407,Seminar,,Credits1-4,Stat - Statistics
Stat 408,Workshop,,Credits1-12,Stat - Statistics
Stat 409,Practicum,,Credits1-12,Stat - Statistics
Stat 410,Selected Topics,,Credits1-8,Stat - Statistics
Stat 451,Applied Statistics for Engineers and Scientists I,,Credits4,Stat - Statistics
Stat 452,Applied Statistics for Engineers and Scientists II,,Credits3,Stat - Statistics
Stat 461,Introduction to Mathematical Statistics I,,Credits3,Stat - Statistics
Stat 462,Introduction to Mathematical Statistics II,,Credits3,Stat - Statistics
Stat 463,Introduction to Mathematical Statistics III,,Credits3,Stat - Statistics
Stat 464,Applied Regression Analysis,,Credits3,Stat - Statistics
Stat 465,Experimental Design: Theory and Methods I,,Credits3,Stat - Statistics
Stat 466,Experimental Design: Theory and Methods II,,Credits3,Stat - Statistics
Stat 467,Applied Probability I,,Credits3,Stat - Statistics
Stat 468,Applied Probability II,,Credits3,Stat - Statistics
Stat 470,Statistical Consulting,,Credits1-3,Stat - Statistics
Stat 501,Research,,Credits1-9,Stat - Statistics
Stat 502,Independent Study,,Credits1-9,Stat - Statistics
Stat 504,Cooperative Education/Internship,,Credits1-9,Stat - Statistics
Stat 505,Reading and Conference,,Credits1-9,Stat - Statistics
Stat 506,Special Projects,,Credits1-9,Stat - Statistics
Stat 507,Seminar,,Credits1-12,Stat - Statistics
Stat 508,Workshop,,Credits1-9,Stat - Statistics
Stat 509,Practicum,,Credits1-9,Stat - Statistics
Stat 510,Selected Topics,,Credits1-12,Stat - Statistics
Stat 531,Ethics and Practice of Data Science,,Credits3,Stat - Statistics
Stat 543,Survey of Statistical Methods,,Credits4,Stat - Statistics
Stat 551,Applied Statistics for Engineers and Scientists I,,Credits4,Stat - Statistics
Stat 552,Applied Statistics for Engineers and Scientists II,,Credits3,Stat - Statistics
Stat 561,Mathematical Statistics I,,Credits3,Stat - Statistics
Stat 562,Mathematical Statistics II,,Credits3,Stat - Statistics
Stat 563,Mathematical Statistics III,,Credits3,Stat - Statistics
Stat 564,Applied Regression Analysis,,Credits3,Stat - Statistics
Stat 565,Experimental Design: Theory and Methods I,,Credits3,Stat - Statistics
Stat 566,Experimental Design: Theory and Methods II,,Credits3,Stat - Statistics
Stat 567,Applied Probability I,,Credits3,Stat - Statistics
Stat 568,Applied Probability II,,Credits3,Stat - Statistics
Stat 570,Statistical Consulting,,Credits1-3,Stat - Statistics
Stat 571,Applied Multivariate Statistical Analysis,,Credits3,Stat - Statistics
Stat 572,Bayesian Statistics,,Credits3,Stat - Statistics
Stat 573,Computer Intensive Methods in Statistics,,Credits3,Stat - Statistics
Stat 576,Sampling Theory and Methods,,Credits3,Stat - Statistics
Stat 577,Categorical Data Analysis,,Credits3,Stat - Statistics
Stat 578,Survival Analysis,,Credits3,Stat - Statistics
Stat 580,Nonparametric Methods,,Credits3,Stat - Statistics
Stat 587,Data Science I,,Credits3,Stat - Statistics
Stat 588,Data Science II,,Credits3,Stat - Statistics
Stat 601,Research,,Credits1-12,Stat - Statistics
Stat 602,Independent Study,,Credits1-9,Stat - Statistics
Stat 604,Cooperative Education/Internship,,Credits1-9,Stat - Statistics
Stat 605,Reading and Conference,,Credits1-9,Stat - Statistics
606 606,Special Projects,,Credits1-6,Stat - Statistics
Stat 607,Seminar,,Credits1-12,Stat - Statistics
Stat 608,Workshop,,Credits1-9,Stat - Statistics
Stat 609,Practicum,,Credits1-9,Stat - Statistics
Stat 610,Selected Topics,,Credits1-12,Stat - Statistics
Stat 661,Advanced Mathematical Statistics I,,Credits3,Stat - Statistics
Stat 662,Advanced Mathematical Statistics II,,Credits3,Stat - Statistics
Stat 663,Advanced Mathematical Statistics III,,Credits3,Stat - Statistics
Stat 664,Theory of Linear Models I,,Credits3,Stat - Statistics
Stat 665,Theory of Linear Models II,,Credits3,Stat - Statistics
Stat 666,Theory of Linear Models III,,Credits3,Stat - Statistics
Stat 671,Statistical Learning I,,Credits3,Stat - Statistics
Stat 672,Statistical Learning II,,Credits3,Stat - Statistics
Stat 673,Statistical Learning III,,Credits3,Stat - Statistics
SW 199,Special Studies,,Credits1-12,SW - Social Work
SW 299,Special Studies,,Credits1-12,SW - Social Work
SW 301U,Introduction to Social Work,,Credits4,SW - Social Work
SW 320U,Introduction to Child Welfare,,Credits4,SW - Social Work
SW 339,Introduction to Oppression and Privilege,,Credits4,SW - Social Work
SW 340,Advocacy for Policy Change,,Credits4,SW - Social Work
SW 341,Social Justice Practice,,Credits4,SW - Social Work
SW 350,Human Behavior Through the Lifespan,,Credits4,SW - Social Work
SW 351,Social Work Practice I,,Credits4,SW - Social Work
SW 375,Intimate Partner Violence: Theories & Practices,,Credits4,SW - Social Work
SW 384U,Addictions and Recovery: Impact on Families and Communities,,Credits4,SW - Social Work
SW 399,Special Studies,,Credits1-4,SW - Social Work
SW 399U,Special Studies,,Credits4,SW - Social Work
SW 400,Practicum & Seminar I-III,,Credits4,SW - Social Work
SW 401,Research,,Credits1-12,SW - Social Work
SW 402,Independent Study,,Credits1-12,SW - Social Work
SW 403,Thesis,,Credits1-12,SW - Social Work
SW 404,Internship,,Credits1-12,SW - Social Work
SW 405,Reading and Conference,,Credits1-12,SW - Social Work
SW 406,Problems/Projects,,Credits1-12,SW - Social Work
SW 407,Seminar,,Credits1-12,SW - Social Work
SW 408,Workshop,,Credits1-12,SW - Social Work
SW 409,Practicum,,Credits1-12,SW - Social Work
SW 410,Selected Topics,,Credits1-12,SW - Social Work
SW 416,Motivational Interviewing,,Credits4,SW - Social Work
SW 430,Social Work Practice II,,Credits3,SW - Social Work
SW 431,Social Work Practice III,,Credits3,SW - Social Work
SW 432,Social Work Practice IV,,Credits3,SW - Social Work
SW 441,Psychobiology for Social Workers,,Credits3,SW - Social Work
SW 447,Social Work and Sustainability,,Credits3,SW - Social Work
SW 450,Social Work Research and Evaluation I,,Credits3,SW - Social Work
SW 451,Social Work Research and Evaluation II,,Credits3,SW - Social Work
SW 465,Introduction to Indian Child Welfare and the Indian Child Welfare Act,,Credits4,SW - Social Work
SW 501,Research,,Credits1-9,SW - Social Work
SW 502,Laboratory,,Credits1-9,SW - Social Work
SW 503,"Thesis I, II III",,Credits1-9,SW - Social Work
SW 504,Cooperative Education/Internship,,Credits1-9,SW - Social Work
SW 505,Reading and Conference,,Credits1-9,SW - Social Work
SW 506,Special Problems,,Credits1-9,SW - Social Work
SW 507,Seminar,,Credits1-12,SW - Social Work
SW 508,Workshop,,Credits1-9,SW - Social Work
SW 509,Practicum,,Credits1-9,SW - Social Work
SW 510,Selected Topics,,Credits1-12,SW - Social Work
SW 511,Practicum and Seminar,,Credits1-4,SW - Social Work
SW 512,Advanced Practicum,,Credits1-4,SW - Social Work
SW 513,Advanced Standing: Social Justice and Professional Writing in Social Work,,Credits3,SW - Social Work
SW 514,Cultural and Spanish Language Immersion for Social Workers Costa Rica,,Credits3,SW - Social Work
SW 515,Skills for the Helping Process - Groups,,Credits3,SW - Social Work
SW 516,Motivational Interviewing,,Credits3,SW - Social Work
SW 520,Social Welfare History and Policy,,Credits3,SW - Social Work
SW 521,Advanced Anti-Oppressive Practice,,Credits3,SW - Social Work
SW 522,Trauma Informed Care,,Credits3,SW - Social Work
SW 523,Health Care Policies and Programs,,Credits3,SW - Social Work
SW 525,Poverty: Policies and Programs,,Credits3,SW - Social Work
SW 526,Anti-Oppressive Ethics in Social Work Practice,,Credits3,SW - Social Work
SW 527,Criminalization and the Sex Trades: Social Workâs Complicated Entanglements,,Credits3,SW - Social Work
SW 528,Facilitation of Multi-disciplinary/Care Coordination Team Meetings,,Credits3,SW - Social Work
SW 530,Social Work Practice with Individuals and Families I Theory and Engagement,,Credits3,SW - Social Work
SW 531,"SW Practice with Individuals and Families II  Theory, Assessment and Intervention",,Credits3,SW - Social Work
SW 532,Advocacy and Empowerment,,Credits3,SW - Social Work
SW 533,Advanced Clinical Practice I,,Credits3,SW - Social Work
SW 534,Advanced Clinical Practice II,,Credits3,SW - Social Work
SW 535,Advanced Clinical Practice III,,Credits3,SW - Social Work
SW 536,"Futures Thinking and Foresight Practice for Equity, Well-Being and Community Flourishing",,Credits3,SW - Social Work
SW 537,US and Oregon School Law and Policy for Social Workers,,Credits3,SW - Social Work
SW 538,Critical Refugee and Migration Studies,,Credits3,SW - Social Work
SW 539,Social Justice in Social Work,,Credits3,SW - Social Work
SW 541,"Societal, Community and Organizational Structures and Processes",,Credits3,SW - Social Work
SW 542,Social Work in Native American Communities,,Credits3,SW - Social Work
SW 543,The African American Family: Multigenerational Trauma and Issues of Violence,,Credits3,SW - Social Work
SW 544,Mid-Life and Beyond,,Credits3,SW - Social Work
SW 546,Change and Transformation in Social Work,,Credits3,SW - Social Work
SW 547,Social Work and Environmental Justice,,Credits3,SW - Social Work
SW 548,Latinx Informed Mental Health Practice,,Credits3,SW - Social Work
SW 549,Spirituality in Social Work Practice,,Credits3,SW - Social Work
SW 550,Introduction to Social Work Research,,Credits3,SW - Social Work
SW 554,Social Work Perspectives on Mental Health Disorders: Children and Adolescents,,Credits3,SW - Social Work
SW 555,Social Work Perspectives on Mental Health Disorders: Adults,,Credits3,SW - Social Work
SW 556,Clinical Practice in Integrated Health,,Credits3,SW - Social Work
SW 557,Supervision in Social Work Practice,,Credits3,SW - Social Work
SW 558,Abuse and Trauma: Theory and Intervention,,Credits3,SW - Social Work
SW 560,Understanding and Working with LGBT Populations in Social Work,,Credits3,SW - Social Work
SW 561,Clinical Social Work with Groups,,Credits3,SW - Social Work
SW 562,Loss & Grief Across the Lifespan,,Credits3,SW - Social Work
SW 563,"Social Work with Children, Adolescents, and Their Families",,Credits3,SW - Social Work
SW 564,Social Work in Schools,,Credits3,SW - Social Work
SW 565,Critical Disability Studies in Practice,,Credits3,SW - Social Work
SW 566,Child Welfare Seminar: Practice and Policy,,Credits1,SW - Social Work
SW 568,Interdisciplinary Community Mental Health Seminar,,Credits1-3,SW - Social Work
SW 569,Social Work in End-of-Life and Palliative Care,,Credits3,SW - Social Work
SW 570,Brief Behavioral Interventions & Treatment,,Credits3,SW - Social Work
SW 571,"Substance Use, Abuse and Addiction and Social Work Practice",,Credits3,SW - Social Work
SW 572,Disaster Social Work: Emerging Perspectives and Challenges,,Credits3,SW - Social Work
