course_code,course_title,course_description,course_credits,department
Ec 447,Economics of Transition,,Credits4,Ec - Economics
Ec 448,East Asian Economic Development,,Credits4,Ec - Economics
Ec 450,Economics of Development,,Credits4,Ec - Economics
Ec 453,Theory of Economic Growth,,Credits4,Ec - Economics
Ec 456,American Economic History: Colonial Era to 1900,,Credits4,Ec - Economics
Ec 457,American Economic History: the 20th Century,,Credits4,Ec - Economics
Ec 460,History of Economic Thought,,Credits4,Ec - Economics
Ec 465,Labor Economics,,Credits4,Ec - Economics
Ec 469,Applied Econometrics,,Credits4,Ec - Economics
Ec 472,Time Series Analysis and Forecasts,,Credits4,Ec - Economics
Ec 476,Implementing Econometrics using Stata and R,,Credits4,Ec - Economics
Ec 480,Mathematical Economics,,Credits4,Ec - Economics
Ec 501,Research,,Credits1-9,Ec - Economics
Ec 503,Thesis,,Credits1-9,Ec - Economics
Ec 504,Cooperative Education/internship,,Credits1-9,Ec - Economics
Ec 505,Reading and Conference,,Credits1-9,Ec - Economics
Ec 506,Special Projects,,Credits1-9,Ec - Economics
Ec 507,Seminar,,Credits1-12,Ec - Economics
Ec 508,Workshop,,Credits1-9,Ec - Economics
Ec 509,Practicum,,Credits1-9,Ec - Economics
Ec 510,Selected Topics,,Credits1-12,Ec - Economics
Ec 515,Applied Microeconomic Analysis,,Credits4,Ec - Economics
Ec 517,Women in the Economy,,Credits4,Ec - Economics
Ec 518,Economics Department Seminar,,Credits1,Ec - Economics
Ec 519,Economics of Race and Ethnicity,,Credits4,Ec - Economics
Ec 520,Money And Banking,,Credits4,Ec - Economics
Ec 522,Economics of Sustainability: Theory and Practice,,Credits4,Ec - Economics
Ec 525,Economics of Industrial Organization,,Credits4,Ec - Economics
Ec 526,Economics of Regulation,,Credits4,Ec - Economics
Ec 527,Cost-Benefit Analysis,,Credits4,Ec - Economics
Ec 528,Project Evaluation,,Credits4,Ec - Economics
Ec 530,Resource and Environmental Economics,,Credits4,Ec - Economics
Ec 531,Urban Economics,,Credits4,Ec - Economics
Ec 532,Advanced Environmental Economics,,Credits4,Ec - Economics
Ec 533,Advanced Natural Resource Economics,,Credits4,Ec - Economics
Ec 534,Business Environmental Management Economics,,Credits4,Ec - Economics
Ec 535,Public Spending and Debt Policy,,Credits4,Ec - Economics
Ec 536,Taxation and Income Policies,,Credits4,Ec - Economics
Ec 537,Public Utility Economics,,Credits4,Ec - Economics
Ec 538,Energy Economics,,Credits4,Ec - Economics
Ec 540,International Trade Theory and Policy,,Credits4,Ec - Economics
Ec 541,International Monetary Theory and Policy,,Credits4,Ec - Economics
Ec 542,The Multinational Enterprise in the World Economy,,Credits4,Ec - Economics
Ec 543,Global Environmental Economics,,Credits4,Ec - Economics
Ec 544,Economics of Green Power,,Credits4,Ec - Economics
Ec 545,Comparative Economic Systems,,Credits4,Ec - Economics
Ec 546,Institutional Economics,,Credits4,Ec - Economics
Ec 547,Economics of Transition,,Credits4,Ec - Economics
Ec 548,East Asian Economic Development,,Credits4,Ec - Economics
Ec 550,Economics of Development,,Credits4,Ec - Economics
Ec 553,Theory of Economic Growth,,Credits4,Ec - Economics
Ec 556,American Economic History: Colonial Era to 1900,,Credits4,Ec - Economics
Ec 557,American Economic History: the 20th Century,,Credits4,Ec - Economics
Ec 560,History of Economic Thought,,Credits4,Ec - Economics
Ec 565,Labor Economics,,Credits4,Ec - Economics
Ec 569,Applied Econometrics,,Credits4,Ec - Economics
Ec 570,Econometrics,,Credits4,Ec - Economics
Ec 571,Advanced Econometrics,,Credits4,Ec - Economics
Ec 572,Time Series Analysis and Forecasts,,Credits4,Ec - Economics
Ec 575,Applied Advanced Econometrics,,Credits4,Ec - Economics
Ec 576,Implementing Econometrics using Stata and R,,Credits4,Ec - Economics
Ec 580,Mathematical Economics,,Credits4,Ec - Economics
Ec 581,Advanced Microeconomics,,Credits4,Ec - Economics
Ec 584,Applications of Advanced Microeconomic Theory,,Credits4,Ec - Economics
Ec 590,Advanced Macroeconomics,,Credits4,Ec - Economics
Ec 592,Applications of Advanced Macroeconomic Theory,,Credits4,Ec - Economics
Ec 596,Research Project I,,Credits4,Ec - Economics
Ec 597,Research Project II,,Credits4,Ec - Economics
Ec 601,Research,,Credits1-12,Ec - Economics
Ec 603,Dissertation,,Credits1-12,Ec - Economics
Ec 605,Reading and Conference,,Credits1-9,Ec - Economics
Ec 610,Selected Topics,,Credits1-12,Ec - Economics
Ec 675,Advanced Macroeconomics II,,Credits4,Ec - Economics
Ec 676,Advanced Microeconomics II,,Credits4,Ec - Economics
Ec 698,Ecosystem Services Valuation: An Integrated Assessment,,Credits4,Ec - Economics
ECE 101,Exploring Electrical Engineering,,Credits4,ECE - Elect and Computer Engineering
ECE 101L,Lab for ECE 101,,Credits0,ECE - Elect and Computer Engineering
ECE 102,Engineering Computation,,Credits4,ECE - Elect and Computer Engineering
ECE 102L,Lab for ECE 102,,Credits0,ECE - Elect and Computer Engineering
ECE 103,Engineering Programming,,Credits4,ECE - Elect and Computer Engineering
ECE 103L,Lab for ECE 103,,Credits0,ECE - Elect and Computer Engineering
ECE 171,Digital Circuits,,Credits4,ECE - Elect and Computer Engineering
ECE 172,Digital Systems,,Credits4,ECE - Elect and Computer Engineering
ECE 172L,Lab for ECE 172,,Credits0,ECE - Elect and Computer Engineering
ECE 199,Special Studies,,Credits1-12,ECE - Elect and Computer Engineering
ECE 211,Introduction to Design Processes,,Credits1,ECE - Elect and Computer Engineering
ECE 212,Introduction to Project Development,,Credits2,ECE - Elect and Computer Engineering
ECE 221,Electric Circuit Analysis I,,Credits4,ECE - Elect and Computer Engineering
ECE 221L,Electric Circuit Analysis I Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 222,Electric Circuit Analysis II,,Credits4,ECE - Elect and Computer Engineering
ECE 222L,Electric Circuit Analysis II Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 223,Electric Circuit Analysis III,,Credits4,ECE - Elect and Computer Engineering
ECE 223L,Electric Circuit Analysis III Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 241,Introduction to Electrical Engineering,,Credits4,ECE - Elect and Computer Engineering
ECE 241L,Introduction to Electrical Engineering Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 299,Special Studies,,Credits0-4,ECE - Elect and Computer Engineering
ECE 315,Signals and Systems I,,Credits4,ECE - Elect and Computer Engineering
ECE 316,Signals and Systems II,,Credits4,ECE - Elect and Computer Engineering
ECE 317,Feedback and Control Systems,,Credits4,ECE - Elect and Computer Engineering
ECE 321,Electronics I,,Credits4,ECE - Elect and Computer Engineering
ECE 321L,Electronics I Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 322,Electronics II,,Credits4,ECE - Elect and Computer Engineering
ECE 322L,Electronics II Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 323,Electronics III,,Credits4,ECE - Elect and Computer Engineering
ECE 323L,Electronics III Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 331,Engineering Electromagnetics I,,Credits4,ECE - Elect and Computer Engineering
ECE 331L,Engineering Electromagnetics I Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 332,Engineering Electromagnetics II,,Credits4,ECE - Elect and Computer Engineering
ECE 332L,Lab for ECE 332,,Credits0,ECE - Elect and Computer Engineering
ECE 341,Introduction to Computer Hardware,,Credits4,ECE - Elect and Computer Engineering
ECE 351,Verilog and FPGA Design,,Credits4,ECE - Elect and Computer Engineering
ECE 361,Computer System Organization,,Credits4,ECE - Elect and Computer Engineering
ECE 362,Embedded Operating Systems,,Credits4,ECE - Elect and Computer Engineering
ECE 371,Microprocessors,,Credits4,ECE - Elect and Computer Engineering
ECE 372,Microprocessor Interfacing and Embedded Systems,,Credits5,ECE - Elect and Computer Engineering
ECE 372L,Lab for ECE 372,,Credits0,ECE - Elect and Computer Engineering
ECE 373,Embedded Operating Systems & Device Drivers,,Credits5,ECE - Elect and Computer Engineering
ECE 373L,LAB FOR ECE 373,,Credits0,ECE - Elect and Computer Engineering
ECE 383U,Nanotechnology: Simulation & Design,,Credits4,ECE - Elect and Computer Engineering
ECE 399,Special Studies,,Credits0-8,ECE - Elect and Computer Engineering
ECE 401,Research,,Credits1-12,ECE - Elect and Computer Engineering
ECE 402,Independent Study,,Credits1-12,ECE - Elect and Computer Engineering
ECE 403,Honors Thesis,,Credits1-12,ECE - Elect and Computer Engineering
ECE 404,Cooperative Education/Internship,,Credits1-12,ECE - Elect and Computer Engineering
ECE 405,Reading and Conference,,Credits1-12,ECE - Elect and Computer Engineering
ECE 406,Special Projects,,Credits1-12,ECE - Elect and Computer Engineering
ECE 407,Seminar,,Credits1-12,ECE - Elect and Computer Engineering
ECE 408,Workshop,,Credits1-12,ECE - Elect and Computer Engineering
ECE 409,Practicum,,Credits1-8,ECE - Elect and Computer Engineering
ECE 410,Selected Topics,,Credits1-12,ECE - Elect and Computer Engineering
ECE 411,Industry Design Processes,,Credits2,ECE - Elect and Computer Engineering
ECE 412,Senior Project Development I,,Credits4,ECE - Elect and Computer Engineering
ECE 413,Senior Project Development II,,Credits2,ECE - Elect and Computer Engineering
ECE 414,Microsystem Integration and Packaging,,Credits4,ECE - Elect and Computer Engineering
ECE 415,Fundamentals of Semiconductor Devices,,Credits4,ECE - Elect and Computer Engineering
ECE 416,Integrated Circuit (IC) Technologies,,Credits4,ECE - Elect and Computer Engineering
ECE 421,Analog Integrated Circuit Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 422,Analog Integrated Circuit Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 424,Engineering Professional Practice,,Credits2,ECE - Elect and Computer Engineering
ECE 425,Digital Integrated Circuit Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 426,Digital Integrated Circuit Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 428,VLSI Computer-Aided Design,,Credits4,ECE - Elect and Computer Engineering
ECE 431,Microwave Circuit Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 431L,Microwave Circuit Design I Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 432,Microwave Circuit Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 432L,Microwave Circuit Design II Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 435,Radar and Sonar Processing,,Credits4,ECE - Elect and Computer Engineering
ECE 445,Power Electronic Systems Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 446,Power Electronic Systems Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 451,Control Systems Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 452,Control Systems Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 457,Engineering Data Analysis and Modeling,,Credits4,ECE - Elect and Computer Engineering
ECE 461,Communication Systems Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 462,Communication Systems Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 478,Intelligent Robotics I,,Credits4,ECE - Elect and Computer Engineering
ECE 479,Intelligent Robotics II,,Credits4,ECE - Elect and Computer Engineering
ECE 481,ASIC: Modeling and Synthesis,,Credits4,ECE - Elect and Computer Engineering
ECE 483,Low Power Digital IC Design,,Credits4,ECE - Elect and Computer Engineering
ECE 485,Microprocessor System Design,,Credits4,ECE - Elect and Computer Engineering
ECE 486,Computer Architecture,,Credits4,ECE - Elect and Computer Engineering
ECE 491,Laser Systems Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 492,Laser Systems Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 501,Research,,Credits1-9,ECE - Elect and Computer Engineering
ECE 502,Independent Study,,Credits1-9,ECE - Elect and Computer Engineering
ECE 503,Thesis,,Credits1-9,ECE - Elect and Computer Engineering
ECE 504,Cooperative Education/Internship,,Credits1-9,ECE - Elect and Computer Engineering
ECE 505,Reading and Conference,,Credits1-9,ECE - Elect and Computer Engineering
ECE 506,Special Projects,,Credits1-9,ECE - Elect and Computer Engineering
ECE 507,Seminar,,Credits1-12,ECE - Elect and Computer Engineering
ECE 508,Workshop,,Credits1-9,ECE - Elect and Computer Engineering
ECE 509,Practicum,,Credits1-9,ECE - Elect and Computer Engineering
ECE 510,Selected Topics,,Credits1-12,ECE - Elect and Computer Engineering
ECE 511,Solid State Electronics I,,Credits4,ECE - Elect and Computer Engineering
ECE 512,Solid State Electronics II,,Credits4,ECE - Elect and Computer Engineering
ECE 513,Solid State Electronics III,,Credits4,ECE - Elect and Computer Engineering
ECE 514,Microsystem Integration and Packaging,,Credits4,ECE - Elect and Computer Engineering
ECE 515,Fundamentals of Semiconductor Devices,,Credits4,ECE - Elect and Computer Engineering
ECE 516,Integrated Circuit (IC) Technologies,,Credits4,ECE - Elect and Computer Engineering
ECE 521,Analog Integrated Circuit Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 522,Analog Integrated Circuit Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 523,Analog Integrated Circuit Design III,,Credits4,ECE - Elect and Computer Engineering
ECE 524,Advanced Embedded In Silico and In Materio Computing,,Credits4,ECE - Elect and Computer Engineering
ECE 525,Digital Integrated Circuit Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 526,Digital Integrated Circuit Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 527,High-performance Digital Systems,,Credits4,ECE - Elect and Computer Engineering
ECE 528,VLSI Computer-Aided Design,,Credits4,ECE - Elect and Computer Engineering
ECE 529,CAD for ULSI and Emerging Technologies,,Credits4,ECE - Elect and Computer Engineering
ECE 530,Physical Design of Digital Integrated Circuits,,Credits4,ECE - Elect and Computer Engineering
ECE 531,Microwave Circuit Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 531L,Microwave Circuit Design I Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 532,Microwave Circuit Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 532L,Microwave Circuit Design II Lab,,Credits0,ECE - Elect and Computer Engineering
ECE 533,Advanced Electromagnetics,,Credits4,ECE - Elect and Computer Engineering
ECE 534,Acoustics,,Credits4,ECE - Elect and Computer Engineering
ECE 535,Radar and Sonar Processing,,Credits4,ECE - Elect and Computer Engineering
ECE 538,Statistical Signal Processing I: Nonparametric Estimation,,Credits4,ECE - Elect and Computer Engineering
ECE 539,Statistical Signal Processing II: Linear Estimation,,Credits4,ECE - Elect and Computer Engineering
ECE 540,System-on-Chip Design with FPGAs,,Credits4,ECE - Elect and Computer Engineering
ECE 543,Power Systems Control,,Credits4,ECE - Elect and Computer Engineering
ECE 544,Embedded System Design with FPGAs,,Credits4,ECE - Elect and Computer Engineering
ECE 545,Power Electronic Systems Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 546,Power Electronic Systems Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 550,Post-Silicon Functional Validation,,Credits4,ECE - Elect and Computer Engineering
ECE 551,Control Systems Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 552,Control Systems Design II,,Credits4,ECE - Elect and Computer Engineering
ECE 553,Control Systems Design III,,Credits4,ECE - Elect and Computer Engineering
ECE 557,Engineering Data Analysis and Modeling,,Credits4,ECE - Elect and Computer Engineering
ECE 558,Embedded Systems Programming,,Credits4,ECE - Elect and Computer Engineering
ECE 559,Genetic Algorithms,,Credits4,ECE - Elect and Computer Engineering
ECE 560,Assertion Based Verification,,Credits4,ECE - Elect and Computer Engineering
ECE 561,Communication Systems Design I,,Credits4,ECE - Elect and Computer Engineering
ECE 562,Communication Systems Design II,,Credits4,ECE - Elect and Computer Engineering
