"course_code","course_title","department","credits","level"
"STEM 103","Foundations of STEM Teaching: An Inquiry-Based Approach","STEM - Science, Technology, Engineering, and Mathematics Education","(2 Credit Hours)","Undergraduate"
"STEM 110T","Technology and Your World","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 201","Knowing and Learning in STEM Education","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 202","Classroom Interactions in STEM Education","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 221","Industrial Materials","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 231","Materials and Processes Technology","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 241","Energy Systems: Basic Electricity","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 242","Technological Systems Control","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 251G","Computer Literacy: Communication and Information","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 320","Manufacturing and Construction Technology","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 321","Manufacturing Technology","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 330","Medical, Agricultural, and Biological Technologies","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 350","Communication Technology Processes","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 351","Communication Technology","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 360","Energy, Power, and Transportation Technologies","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 365","Safety and OSHA Certification","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 367","Cooperative Education","STEM - Science, Technology, Engineering, and Mathematics Education","(1-3 Credit Hours)","Undergraduate"
"STEM 370T","Technology and Society","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 382","Industrial Design","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 401","Project Based Instruction in STEM Education","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 402","Perspectives on STEM","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 433/533","Developing Instructional Strategies PreK-6: Mathematics","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 434/534","Developing Instructional Strategies PreK-6: Science","STEM - Science, Technology, Engineering, and Mathematics Education","(3 Credit Hours)","Undergraduate"
"STEM 485","Apprentice Teaching","STEM - Science, Technology, Engineering, and Mathematics Education","(9 Credit Hours)","Undergraduate"
"STEM 495/595","Topics","STEM - Science, Technology, Engineering, and Mathematics Education","(1-3 Credit Hours)","Undergraduate"
"TAX 650","Tax Strategies for Business Decisions","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 651","Taxation of Corporations I","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 652","Taxation of Partners and Partnerships","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 653","Taxation of Estates and Gifts","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 654","Income Taxation of Estates, Trusts & Beneficiaries","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 655","Taxation of Corporations II","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 656","Taxation of Deferred Compensation","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 657","State and Local Taxation","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 658","Tax Aspects of International Business","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 660","Taxation of Property Transactions","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 661","Taxation of the Small Business Corporation","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 662","Tax Procedure and Practice","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 695","Selected Topics in Taxation","TAX - Taxation","(3 Credit Hours)","Graduate"
"TAX 697","Independent Study","TAX - Taxation","(3 Credit Hours)","Graduate"
"THEA 542","Principles of Directing","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 543","Acting Three","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 545","Experimental Theatre","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 549","Script and Performance Analysis","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 552","Acting Four","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 571","International Film History","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 579","American Film History","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 580","The Video Documentary II","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 586","Advanced Filmmaking","THEA - Theatre","(3 Credit Hours)","Graduate"
"THEA 595","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Graduate"
"THEA 596","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Graduate"
"THEA 597","Tutorial Work in Special Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Graduate"
"THEA 598","Tutorial Work in Special Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Graduate"
"THEA 697","Tutorial Work in Special Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Graduate"
"THEA 698","Tutorial Work in Special Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Graduate"
"THEA 152R","Acting One","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 173+","Theatre Activities","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"THEA 174+","Theatre Activities","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"THEA 195","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 196","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 225","Introduction to Production Technology","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 227A","Honors: Film Appreciation","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 230","Drama for Production","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 241A","The Theatre Experience","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 243H","Theatre Histories","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 244","Introduction to Production Design","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 248","Introduction to Stage Makeup","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 252","Acting Two","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 270A","Film Appreciation","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 271","Introduction to Filmmaking","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 280T","Entertainment Technologies","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 295","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 320","Auditioning Technique","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 321","Production Management for Television and Stage","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 325","Sound Design for Stage and Camera","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 330","The Short Script","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 332","Making African-American Cinema","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 334","Narrative Adaptation","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 341","Lighting Design for Stage and Film","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 342","Post-Production 1","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 345","Advanced Production Design","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 346","Screenwriting I","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 347","Movement for the Actor","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 348","Acting for the Camera","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 349","Costume Design for Stage and Camera","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 352","Acting Three","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 353","Animation","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 355","Costume Crafts","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 356","3D Animation 1","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 357","3D Animation 2","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 358","Color for Digital Cinema & TV","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 360","Voice for the Stage I","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 365","Internship in Film","THEA - Theatre","(3-6 Credit Hours)","Undergraduate"
"THEA 367","Cooperative Education","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 368","Internship","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 369","Internship at the Virginia Stage Company","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 371","History of Animation","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 373","Production/Performance Lab","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"THEA 374","Production/Performance Lab","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"THEA 375","Television Production","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 380","Documentary Production I","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 383","Directing the Actor","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 385","Cinematography","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 386","Post-Production 2","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 387","TV News Production","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 388","Motion Picture Aesthetics","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 389","Sound Recording and Mixing for Film","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 390","Improvisation","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 395","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 396","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 430","TV Screenwriting","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 439","WHRO Production","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 440","Documentary Filmmaking Study Abroad","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 442/542","Principles of Directing","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 446","Directing for the Camera","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 449W/549","Script and Performance Analysis","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 451","Costume Design for Opera and Musical Theatre","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 452/552","Acting Four","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 453","Voice Over","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 460","Voice for the Stage II","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 471W/571","International Film History","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 472","Acting Five","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 473","Production/Performance Lab","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"THEA 474","Production/Performance Lab","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"THEA 479W/579","American Film History","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 480/580","Documentary Production II","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 482","Screenwriting II","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 483","Advanced Cinema Projects","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 485","Film and Television Genres","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 486/586","Advanced Filmmaking","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 487","Advanced TV News Production","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 489","Methods of Teaching Theatre","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 490","Theatre Education Practicum","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"THEA 492","Cinematography 2","THEA - Theatre","(3 Credit Hours)","Undergraduate"
"THEA 493","Feature Film Production","THEA - Theatre","(6 Credit Hours)","Undergraduate"
"THEA 495/595","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 496/596","Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 497/597","Tutorial Work in Special Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 498/598","Tutorial Work in Special Topics in Theatre","THEA - Theatre","(1-3 Credit Hours)","Undergraduate"
"THEA 499","Senior Project","THEA - Theatre","(1 Credit Hour)","Undergraduate"
"TLCI 668","Internship in Curriculum and Instruction","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 700","Social/Emotional Aspects of Child Development","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 702","Historical and Contemporary Perspectives on Education","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 703","Theoretical Perspectives in Curriculum and Instruction","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 704","Instruction Theories and Models","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 705","Critical Issues in Curriculum Research","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 722","Curriculum Seminar in Content Areas","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 726","Advanced Supervision of Reading Programs","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 727","Advanced Practicum in Reading","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 728","Contemporary Issues in Literacy Research","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 731","Instructional Technology Trends in Curriculum and Instruction","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 735","Participatory Research: Theory and Methods","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 736","Reconceptualizing Theory and Practice for Work with Children and Families","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 740","Contemporary Perspectives in Early Literacy","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 741","Change Issues in Curriculum and Instruction","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 788","Seminar in the Multicultural Environment","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 795","Topics in Education","TLCI - Teaching & Learning - Curriculum & Instruction","(1-3 Credit Hours)","Graduate"
"TLCI 797","Independent Study","TLCI - Teaching & Learning - Curriculum & Instruction","(1-3 Credit Hours)","Graduate"
"TLCI 800","Social/Emotional Aspects of Child Development","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 802","Historical and Contemporary Perspectives on Education","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 803","Theoretical Perspectives in Curriculum and Instruction","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 804","Instruction Theories and Models","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 805","Critical Issues in Curriculum Research","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 808","Critical Sociocultural Theories of Learning","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 809","Youth Ideology, Culture and Education","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 814","Qualitative Research Design in Education","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 815","Advanced Qualitative Research","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 817","Mixed Methods Research in Education","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 828","Contemporary Issues in Literacy Research","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 830","Contemporary Research and Critical Issues in STEM Education","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 831","Instructional Technology Trends in Curriculum and Instruction","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 835","Participatory Research: Theory and Methods","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 836","Reconceptualizing Theory and Practice for Work with Children and Families","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 840","Contemporary Perspectives in Early Literacy","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 845","Concepts and Contexts in School Librarianship","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 861","Ethnographic Research and Narrative & Historical Research Methods and Design","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 862","Critical and Indigenous Research Methods and Design","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 863","Emerging Qualitative Research Methods","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 864","Case Study, Grounded Theory, & Phenomenological Research Methods & Design","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 865","Independent Qualitative Research","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 868","Internship: Early Childhood","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 875","Research and Practice in Teacher Education","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 876","Grant Writing","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 888","Seminar in the Multicultural Environment","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 890","Seminar in Academic Writing","TLCI - Teaching & Learning - Curriculum & Instruction","(3 Credit Hours)","Graduate"
"TLCI 895","Topics in Education","TLCI - Teaching & Learning - Curriculum & Instruction","(1-3 Credit Hours)","Graduate"
"TLCI 897","Independent Study","TLCI - Teaching & Learning - Curriculum & Instruction","(1-3 Credit Hours)","Graduate"
"TLCI 899","Dissertation","TLCI - Teaching & Learning - Curriculum & Instruction","(1-12 Credit Hours)","Graduate"
"TLCI 999","Doctoral Graduate Credit","TLCI - Teaching & Learning - Curriculum & Instruction","(1 Credit Hour)","Graduate"
"TLED 532","Developing Instructional Strategies PreK-6: Language Arts","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 535","Developing Instructional Strategies PreK-6: Social Studies","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 551","Developing Instructional Strategies for Teaching in the Middle/High School: English","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 552","Developing Instructional Strategies for Teaching in Middle/High School: Math and Science","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 555","Developing Instructional Strategies for Teaching in the Middle/High School: Social Studies","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 568","Language Acquisition and Reading for Students with Diverse Learning Needs","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 574","Foundations and Contemporary Issues in Early Childhood Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 578","Integrating Instruction Across the Curriculum PreK-6","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 579","Classroom Management and Practice PreK-3; PreK-6","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 580","Multicultural Young Adult Literature in Schools","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 583","Seminar in Teacher Education","TLED - Teaching & Learning-Education","(1 Credit Hour)","Graduate"
"TLED 586","Student Teaching for Special Endorsement","TLED - Teaching & Learning-Education","(3-6 Credit Hours)","Graduate"
"TLED 595","Topics in Education","TLED - Teaching & Learning-Education","(1-4 Credit Hours)","Graduate"
"TLED 596","Topics in Education","TLED - Teaching & Learning-Education","(1-3 Credit Hours)","Graduate"
"TLED 597","Independent Study","TLED - Teaching & Learning-Education","(1-3 Credit Hours)","Graduate"
"TLED 608","Foundations of Education and Instructional Assessment","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 614","Arts in Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 615","Teaching in the Middle School","TLED - Teaching & Learning-Education","(4 Credit Hours)","Graduate"
"TLED 618","Assessment and Evaluation in PK-12 Schools","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 620","Education and Public Policy","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 621","Foundations and History of Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 623","Introduction to the Contemporary Student","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 626","Teaching Language, Culture, and Society in Elementary Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 627","Classroom Management, Discipline, and Practice","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 628","Middle Level Philosophy, School Organization and the Young Adolescent","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 630","Develop and Enhancing Literacy with Culturally and Linguistical Diverse Learner Across Content Areas","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 631","Classroom Based Inquiry","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 632","Multicultural Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 633","Middle Level Instruction and Assessment","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 636","Problems in Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 638","Researching Teaching in Elementary and Secondary Grades","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 639","Seminar in Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 640","The Management of Learning and Instruction","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 643","Introduction to the Contemporary Student","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 646","Classroom Based Inquiry","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 647","Education and Public Policy","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 650","Mathematics Specialists as Teacher Leaders","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 651","Teaching Mathematics for All Using Culturally Responsive Approaches","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 653","Participatory Action Research for Mathematics Specialists","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 654","Practicum for Mathematics Specialists","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 658","Mathematical Assessment for Data Driven Decisions","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 666","Internship/Student Teaching and Seminar","TLED - Teaching & Learning-Education","(9 Credit Hours)","Graduate"
"TLED 667","Internship/Student Teaching and Seminar in PreK-3","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 668","Internship/Student Teaching and Seminar","TLED - Teaching & Learning-Education","(9 Credit Hours)","Graduate"
"TLED 669","Internship/Student Teaching and Seminar","TLED - Teaching & Learning-Education","(3-9 Credit Hours)","Graduate"
"TLED 670","Assessment and Evaluation","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 671","Practitioner Inquiry in Elementary and Secondary Grades","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 672","Integrating Children’s Lit, Language Arts & Social Studies Across Early Child Curriculum","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 673","Integrating Science and Mathematics Across the Early Childhood and Elementary Curriculum","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 676","Teaching Diverse Learners in Elementary & Secondary Schools","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 677","Learning and Development Across Historical and Contemporary Educational Environments","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 679","Advanced Classroom Management and Practicum in PreK-6","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 680","Teacher Candidate Internship – MAT Program","TLED - Teaching & Learning-Education","(5 Credit Hours)","Graduate"
"TLED 681","Critical Pedagogy in Early Childhood","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 687","Pedagogy Principles & Models of Instruction","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 690","The Child and the Family","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 695","Topics in Education","TLED - Teaching & Learning-Education","(1-3 Credit Hours)","Graduate"
"TLED 697","Independent Study","TLED - Teaching & Learning-Education","(1-4 Credit Hours)","Graduate"
"TLED 699","Thesis","TLED - Teaching & Learning-Education","(3-6 Credit Hours)","Graduate"
"TLED 701","Teacher as Leader","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 702","Coaching and Mentoring","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 703","Curriculum Leadership","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 704","Collaboration and Advocacy","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 724","Curriculum Development Principles and Practices in Elementary Schools","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 725","Curriculum Development Principles and Practices in Secondary Schools","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 734","Problems of Teaching in the Elementary Grades","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 735","Problems of Teaching in the Secondary Grades","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 744","Diversity and Equity in Elementary Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 745","Diversity and Equity in Secondary Education","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
"TLED 775","English Language Learners in the PK-12 Classroom","TLED - Teaching & Learning-Education","(3 Credit Hours)","Graduate"
