course_code,course_name,subject
DS 103,Media History,DS - Digital Storytelling
DS 113,"Story, Sound and Motion II",DS - Digital Storytelling
DS 202,Writing for Digital Storytelling,DS - Digital Storytelling
DS 211,Documentary Film History and Theory,DS - Digital Storytelling
DS 241,Filmmaking I: Basics of Film Production,DS - Digital Storytelling
DS 242,Multicam Production I,DS - Digital Storytelling
DS 243,Audio Storytelling,DS - Digital Storytelling
DS 311,Introduction to Documentary Filmmaking,DS - Digital Storytelling
DS 335,Film Directing,DS - Digital Storytelling
DS 341,Filmmaking II: Creating Short Films,DS - Digital Storytelling
DS 342,Multicam Production II,DS - Digital Storytelling
DS 343,Podcasting,DS - Digital Storytelling
DS 344,Sound Design for Storytelling,DS - Digital Storytelling
DS 351,Producing For Cinema and Television,DS - Digital Storytelling
DS 409,Advanced Lighting and Camera Techniques,DS - Digital Storytelling
DS 411A,Advanced Documentary Filmmaking I (W),DS - Digital Storytelling
DS 411B,Advanced Documentary Filmmaking II (W),DS - Digital Storytelling
DS 435A,Creating the Fiction Film I,DS - Digital Storytelling
DS 435B,Creating the Fiction Film II (W),DS - Digital Storytelling
DS 440,Advanced Video Editing,DS - Digital Storytelling
DS 441,Filmmaking III: Advanced Filmmaking Capstone (W),DS - Digital Storytelling
DS 442A,Multicam Production for Arts (W),DS - Digital Storytelling
DS 442B,Multicam Production for Sports (W),DS - Digital Storytelling
DS 442C,Multicam Production for News (W),DS - Digital Storytelling
DS 443,Advanced Audio Design (W),DS - Digital Storytelling
DS 490,Independent Study,DS - Digital Storytelling
DS 492,Digital Storytelling Special Topics,DS - Digital Storytelling
DS 492A,Digital Storytelling Special Topics in Animation,DS - Digital Storytelling
DS 492B,Digital Storytelling Special Topics in Audio,DS - Digital Storytelling
DS 492C,Digital Storytelling Special Topics in Filmmaking,DS - Digital Storytelling
DS 492D,Digital Storytelling Special Topics in Multicam Production,DS - Digital Storytelling
DS 493,Digital Storytelling Professional Field Experience,DS - Digital Storytelling
EAD 201,Current Issues in Education,EAD - Educational Administration
EAD 315,Student Leadership Training,EAD - Educational Administration
EAD 361,Educational Reform and Policy Analysis,EAD - Educational Administration
EAD 364,Political Economy of Educational Opportunity,EAD - Educational Administration
EAD 491,Special Topics in Student Affairs,EAD - Educational Administration
EAD 800A,Professional Seminar in Educational Leadership,EAD - Educational Administration
EAD 801,Leadership and Organizational Development,EAD - Educational Administration
EAD 805,Administration in Higher Education,EAD - Educational Administration
EAD 806,Evolving Practice of School Leaders,EAD - Educational Administration
EAD 811,Data-Informed Instructional Leadership,EAD - Educational Administration
EAD 812,Leading Continuous Improvement in Schools,EAD - Educational Administration
EAD 820,School Leadership Internship,EAD - Educational Administration
EAD 821,Internship in Educational Administration II,EAD - Educational Administration
EAD 822,"Engaging Diverse Students, Families, and Communities",EAD - Educational Administration
EAD 824,Leading Teacher Learning,EAD - Educational Administration
EAD 830,"Race, Class, and Education Disparities in U.S. Schooling",EAD - Educational Administration
EAD 840,Inquiry in Postsecondary Education,EAD - Educational Administration
EAD 850,Issues and Strategies in Multicultural Education,EAD - Educational Administration
EAD 852,The School Principalship,EAD - Educational Administration
EAD 853,Education Finance and Policy,EAD - Educational Administration
EAD 860,Concept of a Learning Society,EAD - Educational Administration
EAD 861,Adult Learning,EAD - Educational Administration
EAD 863,Training and Professional Development,EAD - Educational Administration
EAD 866,Teaching in Postsecondary Education,EAD - Educational Administration
EAD 867,Case Studies in Educational Leadership,EAD - Educational Administration
EAD 868,Pro-Seminar in Higher and Adult Education,EAD - Educational Administration
EAD 870,Foundations of Postsecondary Education,EAD - Educational Administration
EAD 871,Collegiate Contexts for Teaching and Learning,EAD - Educational Administration
EAD 872,Legal Issues in Higher Education,EAD - Educational Administration
EAD 873,College Student Development,EAD - Educational Administration
EAD 874,Introduction to Student Affairs,EAD - Educational Administration
EAD 875,Issues and Strategies in Student Affairs,EAD - Educational Administration
EAD 876,Budgeting and Finance in Higher Education,EAD - Educational Administration
EAD 877,Program Planning and Evaluation in Postsecondary Contexts,EAD - Educational Administration
EAD 878,Education in the Digital Age,EAD - Educational Administration
EAD 882,Seminars in Educational Administration,EAD - Educational Administration
EAD 889,Research and Assessment in Student Affairs,EAD - Educational Administration
EAD 890,Independent Study,EAD - Educational Administration
EAD 893,Professional Development Seminar in Student Affairs,EAD - Educational Administration
EAD 894,Laboratory and Field Experiences,EAD - Educational Administration
EAD 895,Research Ethics,EAD - Educational Administration
EAD 899,Master's Thesis Research,EAD - Educational Administration
EAD 901,Urban Education: An Historical Overview,EAD - Educational Administration
EAD 907,Educational Policy for Immigrant and English Language Learner Students,EAD - Educational Administration
EAD 920,Political Economy of Schooling,EAD - Educational Administration
EAD 921A,Educational Leadership and Transformation I,EAD - Educational Administration
EAD 921B,Educational Leadership and Transformation II,EAD - Educational Administration
EAD 922A,Analyzing Educational Systems I,EAD - Educational Administration
EAD 922B,Analyzing Education Systems II,EAD - Educational Administration
EAD 923,Organizing for Learning,EAD - Educational Administration
EAD 924A,Data and Decisions I,EAD - Educational Administration
EAD 924B,Data and Decisions II,EAD - Educational Administration
EAD 925,Policy and Practice in Education,EAD - Educational Administration
EAD 926,School Finance and Operations,EAD - Educational Administration
EAD 928,Proseminar in Educational Policy,EAD - Educational Administration
EAD 929,Collaborative Inquiry,EAD - Educational Administration
EAD 931,Introduction to Qualitative Methods in Educational Research,EAD - Educational Administration
EAD 932,Education Policy Implementation,EAD - Educational Administration
EAD 933,Evaluation of Education Policy Implementation,EAD - Educational Administration
EAD 935,Foundations for Equity-Minded Leaders in Postsecondary Education,EAD - Educational Administration
EAD 936,Law and Education Policy,EAD - Educational Administration
EAD 937A,Equity-Oriented Inquiry for Leaders 1,EAD - Educational Administration
EAD 942,Economics of Education,EAD - Educational Administration
EAD 943,Politics of Education,EAD - Educational Administration
EAD 944,Social Context of Education,EAD - Educational Administration
EAD 946A,Regression Analysis for Education Policy,EAD - Educational Administration
EAD 946B,Econometric Analysis for Education Policy,EAD - Educational Administration
EAD 947,Comparative International Education Policy,EAD - Educational Administration
EAD 948,Advanced Economics of Education,EAD - Educational Administration
EAD 949,Advanced Seminar in Education Policy,EAD - Educational Administration
EAD 950A,Proseminar I in K-12 Educational Administration,EAD - Educational Administration
EAD 950B,Proseminar II in K-12 Educational Administration,EAD - Educational Administration
EAD 952A,Externship in Educational Administration,EAD - Educational Administration
EAD 955B,Field Research Methods in Educational Administration,EAD - Educational Administration
EAD 960,Proseminar in Postsecondary Education,EAD - Educational Administration
EAD 964,Comparative Higher Education,EAD - Educational Administration
EAD 965,Diversity and Equity in Postsecondary Education,EAD - Educational Administration
EAD 966,Students in Postsecondary Education,EAD - Educational Administration
EAD 967,Policy Development and Analysis in Postsecondary Education,EAD - Educational Administration
EAD 968,"Teaching, Learning, and Curriculum in Postsecondary Education",EAD - Educational Administration
EAD 970,Organization and Administration in Postsecondary Education,EAD - Educational Administration
EAD 972,International and Comparative Issues in Higher and Adult Education,EAD - Educational Administration
EAD 980,Engaged Educational Leadership,EAD - Educational Administration
EAD 981A,Capstone I,EAD - Educational Administration
EAD 981B,Capstone II,EAD - Educational Administration
EAD 982A,Capstone Seminar,EAD - Educational Administration
EAD 982B,Capstone Seminar II,EAD - Educational Administration
EAD 984,Human Resources for District Leaders,EAD - Educational Administration
EAD 987,Leadership for Social Justice,EAD - Educational Administration
EAD 990,Independent Study,EAD - Educational Administration
EAD 991A,Special Topics in K-12 Administration,EAD - Educational Administration
EAD 991B,"Special Topics in Higher, Adult, and Lifelong Education",EAD - Educational Administration
EAD 991C,Special Topics in Education Policy,EAD - Educational Administration
EAD 994,Laboratory and Field Experience in Educational Administration,EAD - Educational Administration
EAD 995,Research Practicum in Educational Administration,EAD - Educational Administration
EAD 996A,Research Preparation 1,EAD - Educational Administration
EAD 996B,Research Preparation 2,EAD - Educational Administration
EAD 996C,Research Preparation 3,EAD - Educational Administration
EAD 999,Doctoral Dissertation Research,EAD - Educational Administration
EC 201,Introduction to Microeconomics,EC - Economics
EC 202,Introduction to Macroeconomics,EC - Economics
EC 242,Social Science Data Analytics,EC - Economics
EC 251H,Microeconomics and Public Policy,EC - Economics
EC 252H,Macroeconomics and Public Policy,EC - Economics
EC 293,Cooperative Education for Business Students,EC - Economics
EC 301,Intermediate Microeconomics,EC - Economics
EC 302,Intermediate Macroeconomics,EC - Economics
EC 310,Economics of Developing Countries,EC - Economics
EC 330,"Money, Banking, and Financial Markets",EC - Economics
EC 332,Monetary Policy Analysis for Fed Challenge,EC - Economics
EC 335,"Taxes, Government Spending and Public Policy",EC - Economics
EC 340,Survey of International Economics,EC - Economics
EC 360,Private Enterprise and Public Policy,EC - Economics
EC 370,Economics of Sports,EC - Economics
EC 380,Labor Relations and Labor Market Policy,EC - Economics
EC 391,Special Topics in Economics,EC - Economics
EC 401,Advanced Microeconomics,EC - Economics
EC 402,Advanced Macroeconomics,EC - Economics
EC 404,Behavioral Economics (W),EC - Economics
EC 410,Issues in the Economics of Developing Countries (W),EC - Economics
EC 413,Economic Analysis of Asia (W),EC - Economics
EC 414,Economic Analysis of Sub-Saharan Africa (W),EC - Economics
EC 420,Introduction to Econometric Methods,EC - Economics
EC 421,Advanced Econometric Methods,EC - Economics
EC 422,Advanced Data Analysis in Economics,EC - Economics
EC 423,Model-Based Data Analytics,EC - Economics
EC 425,Law and Economics (W),EC - Economics
EC 435,Public Expenditures (W),EC - Economics
EC 436,Public Revenues (W),EC - Economics
EC 438,Urban Economics (W),EC - Economics
EC 440,International Trade (W),EC - Economics
EC 441,International Finance (W),EC - Economics
EC 450,Economics of Environmental Policy (W),EC - Economics
EC 460,American Industry: Structure and Behavior (W),EC - Economics
EC 480,Analysis of Labor Markets (W),EC - Economics
EC 485,Economics of Education (W),EC - Economics
EC 490,Independent Study,EC - Economics
EC 491,Topics in Economics,EC - Economics
EC 498,Economics of Health Care (W),EC - Economics
EC 499,Senior Seminar for Economics Majors (W),EC - Economics
EC 810,Institutional and Behavioral Economics,EC - Economics
EC 812A,Microeconomics I and its Mathematical Foundations,EC - Economics
EC 812B,Microeconomics II,EC - Economics
EC 813A,Macroeconomics I,EC - Economics
EC 813B,Macroeconomics II and its Mathematical Foundations,EC - Economics
EC 820A,Econometrics IA,EC - Economics
EC 820B,Econometrics IB,EC - Economics
