"course_code","course_title","department","credits","description"
"STA 482","Introduction to Time Series Models","Statistics (STA)","3","Estimation/removal of trend and seasonality, introduction to stationary stochastic processes, fitting ARMA/ARIMA models, forecasting techniques, miscellaneous topics, and introduction to a time series modeling software package."
"STA 491","Actuarial Exam Preparation Seminar","Statistics (STA)","1","Topics vary according to interest and demand. Intended to help prepare for the P/1, FM/2, or MLC exam."
"STA 493","Directed Study in Statistics","Statistics (STA)","1-3",""
"STA 494","Directed Study in Statistics","Statistics (STA)","1-3",""
"STA 497","Research Experience in Statistics","Statistics (STA)","1-3","Supervised research activity on contemporary research questions in the fields of statistics and its applications."
"STA 571","Statistical Methods for Research I","Statistics (STA)","3","Introduction to statistical concepts. Basic probability, random variables, the binomial, normal and student's t distributions, hypothesis tests, confidence intervals, chi-square tests, introduction to regression, and analysis of variance."
"STA 572","Statistical Methods for Research II","Statistics (STA)","3","Statistical methodology in research and use of statistical software. Regression, confidence intervals, hypothesis testing, design and analysis of experiments, one-and two-factor analysis of variance, multiple comparisons, hypothesis tests."
"STA 593","Directed Study in Statistics","Statistics (STA)","1-3",""
"STA 602","Statistical Methods for Data Analytics","Statistics (STA)","3","Introduction to fundamental statistical techniques for data analytics such as hypothesis testing, data transformation, estimation, confidence intervals, regressions models, ANOVA, multivariate analysis, non-parametric methods, and design of experiments."
"STA 606","Solving Problems with Data Analytics","Statistics (STA)","3","How data analytics is used to solve applied problems in varied contexts. Students will learn how to choose appropriate methodologies, manage data, conduct analyses and report results."
"STA 622","Complex Data Analysis","Statistics (STA)","3","Methods for modeling and understanding complex data. Topics include linear regression models for sparse and high dimensional data sets, nonlinear models, tree-based methods, and clustering methods."
"STA 631","Introduction to Probability","Statistics (STA)","3","Events and probabilities (sample spaces), dependent and independent events, random variables and probability distribution, expectation, moment generating functions, multivariate normal distribution, sampling distributions."
"STA 632","Introduction to Mathematical Statistics","Statistics (STA)","3","Point estimation, hypothesis testing, confidence intervals, correlation and regression, small sample distributions."
"STA 635","Theory of Linear Regression","Statistics (STA)","3","Linear regression, least squares, inference, hypothesis testing, matrix approach to multiple regression. Estimation, Gauss-Markov Theorem, confidence bounds, model testing, analysis of residuals, polynomial regression, indicator variables."
"STA 640","SAS System for Statistical Analysis","Statistics (STA)","1","Creating, importing, and working with SAS data sets. Using SAS procedures for elementary statistical analysis, graphical displays, and report generation."
"STA 642","Statistical Computing","Statistics (STA)","3","Statistical methods requiring significant computing or specialized software. Simulation, randomization, bootstrap, Monte Carlo techniques; numerical optimization. Extensive computer programming involved. This course does not cover the use of statistical software packages."
"STA 645","Nonparametric Statistics","Statistics (STA)","3","Introduction to nonparametric statistical methods for the analysis of qualitative and rank data. Binomial test, sign test, tests based on ranks, nonparametric analysis of variance, nonparametric correlation and measures of association."
"STA 648","Topological Data Analysis","Statistics (STA)","3","This course covers persistent homology and topological data analysis. Topics include persistence modules, bar codes, stability, and the use of statistics and machine learning in topological data analysis."
"STA 651","Mathematical Statistics","Statistics (STA)","3","Requisite mathematics; distribution and integration with respect to a distribution. Theory of random variable and probability distributions. Sampling distributions, statistical estimation, and tests of significance. Random processes. Numerical examples."
"STA 652","Mathematical Statistics","Statistics (STA)","3","Requisite mathematics; distribution and integration with respect to a distribution. Theory of random variable and probability distributions. Sampling distributions, statistical estimation, and tests of significance. Random processes. Numerical examples."
"STA 654","Advanced Mathematical Data Science","Statistics (STA)","3","Based on the specialty of the instructor, selected well-known machine learning algorithms will be studied in great mathematical detail.  General topics may include Regression, Dimension Reduction, Density Estimations, and Classification. Advanced topics may include Google PageRank algorithm, Manifold Learning, and the Mapper algorithm."
"STA 655","Applied Probability Models","Statistics (STA)","3","An introduction to Markov chains, Poisson processes, renewal processes, Brownian motion, and survival models. Examples drawn from applied field such as engineering, management, finance, and sciences."
