"code","title","credits","description"
"THEA 3356.","Women in Drama.","",""
"THEA 3387.","Leadership in Perf. Arts Org..","",""
"THEA 4019.","Portfolio Development.","",""
"THEA 4110.","Education Capstone.","",""
"THEA 4111.","Theatre Practicum IV.","",""
"THEA 4112.","Theatre Practicum V.","",""
"THEA 4113.","Theatre Practicum VI.","",""
"THEA 4114.","MT Rehearsal and Performance.","",""
"THEA 4202.","Musical Theatre Workshop II.","",""
"THEA 4206.","Musical Theatre Workshop III.","",""
"THEA 4300.","Directing II.","",""
"THEA 4304.","Theatre Pract/Non-Majors.","",""
"THEA 4305.","Arts Entrepreneurship.","",""
"THEA 4307.","Acting for Majors III.","",""
"THEA 4308.","Costume Patterning.","",""
"THEA 4312.","Advanced Lighting Design.","",""
"THEA 4313.","Acting Shakespeare.","",""
"THEA 4314.","Advanced Costume Design.","",""
"THEA 4316.","Acting Shakespeare II.","",""
"THEA 4317.","Acting Genres.","",""
"THEA 4319.","Dialects for the Stage.","",""
"THEA 4330.","Special Topics in Directing.","",""
"THEA 4331.","Special Topics in Acting.","",""
"THEA 4332.","Advanced Scene Design.","",""
"THEA 4333.","Collaboration & Industry Std.","",""
"THEA 4334.","Adv Study LX, Sound, Proj..","",""
"THEA 4340.","Sel Topics in Drama/Theatre.","",""
"THEA 4351.","Management Capstone.","",""
"THEA 4352.","Production Capstone.","",""
"THEA 4353.","Performance Capstone.","",""
