subject,code,title,hours
AVS - Aviation Sciences,AVS 3305,Flight Instructor Ground School,(3)
AVS - Aviation Sciences,AVS 3310,Aviation Law,(3)
AVS - Aviation Sciences,AVS 3311,Aircraft Accident Investigation and Prevention,(3)
AVS - Aviation Sciences,AVS 3312,Aviation Safety,(3)
AVS - Aviation Sciences,AVS 3315,Aviation Meteorology,(3)
AVS - Aviation Sciences,AVS 3320,Flight Crew Career Development,(3)
AVS - Aviation Sciences,AVS 3341,UAS Foundations,(3)
AVS - Aviation Sciences,AVS 3342,Applications of Unmanned Aircraft Systems,(3)
AVS - Aviation Sciences,AVS 3342,Space Weather,(3)
AVS - Aviation Sciences,AVS 3364,CFI Helicopter Flight,(3)
AVS - Aviation Sciences,AVS 3370,Aviation Leadership,(3)
AVS - Aviation Sciences,AVS 3V9R,Research,(3)
AVS - Aviation Sciences,AVS 4237,Certified Flight instructor - Instrument Flight,(2)
AVS - Aviation Sciences,AVS 4238,Multi Engine Instructor Flight,(2)
AVS - Aviation Sciences,AVS 4265,CFI-I Helicopter Flight,(2)
AVS - Aviation Sciences,AVS 4266,NVG Helicopter Flight,(2)
AVS - Aviation Sciences,AVS 4305,Special Topics in Aviation,(3)
AVS - Aviation Sciences,AVS 4306,Instructor - Instrument Ground School,(3)
AVS - Aviation Sciences,AVS 4314,Advanced Aircraft Systems,(3)
AVS - Aviation Sciences,AVS 4315,Aerodynamics,(3)
AVS - Aviation Sciences,AVS 4317,Aerospace Propulsion Systems,(3)
AVS - Aviation Sciences,AVS 4318,Avionics System Design,(3)
AVS - Aviation Sciences,AVS 4321,Energy Economics,(3)
AVS - Aviation Sciences,AVS 4323,The Environment and Economic Analysis,(3)
AVS - Aviation Sciences,AVS 4343,Human Aspects of Unmanned Aircraft Systems,(3)
AVS - Aviation Sciences,AVS 4344,Safety Management of Unmanned Aircraft Systems,(3)
AVS - Aviation Sciences,AVS 4375,Crew Resource Managment (CRM) in Aviation,(3)
AVS - Aviation Sciences,AVS 4376,Aviation Management,(3)
AVS - Aviation Sciences,AVS 4377,Airport Management,(3)
AVS - Aviation Sciences,AVS 4386,Remote Sensing,(3)
AVS - Aviation Sciences,AVS 4390,Internship in Aviation,(3)
AVS - Aviation Sciences,AVS 4395,CFI Practicum - I,(3)
AVS - Aviation Sciences,AVS 4396,CFI Practicum - II,(3)
AVS - Aviation Sciences,AVS 4485,Introduction to Geographic Information Systems,(4)
AVS - Aviation Sciences,AVS 4487,Advanced GIS Analysis,(4)
AVS - Aviation Sciences,AVS 4V9R,Research,(3)
AVS - Aviation Sciences,AVS 5320,Instrumentation and Test Stand Laboratory,(3)
AVS - Aviation Sciences,AVS 5330,Development of Biofuels in Aviation,(3)
AVS - Aviation Sciences,AVS 5368,Integrated Energy Resource Systems,(3)
AVS - Aviation Sciences,AVS 5391,Measurement Methods and Data Analysis for Air Pollution,(3)
BBF - BBF,BBF 1101,Introduction to Business Fellows,(1)
BBF - BBF,BBF 1101,Introduction to Business Fellows,(1)
BBF - BBF,BBF 1101,Introduction to Business Fellows,(1)
BBS - BBS,BBS 1101,New Student Experience for Business Scholars,(1)
BBS - BBS,BBS 1101,New Student Experience for Business Scholars,(1)
BIC - Baylor Interdisciplinary Core,BIC 1112,Examined Life,(1)
BIC - Baylor Interdisciplinary Core,BIC 1112,Examined Life,(1)
BIC - Baylor Interdisciplinary Core,BIC 1112,Examined Life,(1)
BIC - Baylor Interdisciplinary Core,BIC 1313,World of Rhetoric I,(3)
BIC - Baylor Interdisciplinary Core,BIC 1314,World Cultures I: Roots of Culture,(3)
BIC - Baylor Interdisciplinary Core,BIC 1323,World of Rhetoric II: Rhetoric in Context,(3)
BIC - Baylor Interdisciplinary Core,BIC 1324,World Cultures II: Religion and Culture,(3)
BIC - Baylor Interdisciplinary Core,BIC 1V9R,Interdisciplinary Readings and Research,(6)
BIC - Baylor Interdisciplinary Core,BIC 2330,Social World I: The City and the Soul,(3)
BIC - Baylor Interdisciplinary Core,BIC 2334,World Cultures III: The Modern World,(3)
BIC - Baylor Interdisciplinary Core,BIC 2340,Social World II: The Conditions and Possibilities of Human Fulfillment,(3)
BIC - Baylor Interdisciplinary Core,BIC 2344,World Cultures IV: The United States in the World,(3)
BIC - Baylor Interdisciplinary Core,BIC 2437,The Natural World I: Primary Ideas in Science,(4)
BIC - Baylor Interdisciplinary Core,BIC 2447,The Natural World II: Global Science Issues,(4)
BIC - Baylor Interdisciplinary Core,BIC 2V9R,Interdisciplinary Readings and Research,(6)
BIC - Baylor Interdisciplinary Core,BIC 3358,Examined Life II: Biblical Heritage and Contemporary Ethical Issues,(3)
BIC - Baylor Interdisciplinary Core,BIC 3V9R,Applied Interdisciplinary Research,(6)
BIC - Baylor Interdisciplinary Core,BIC 4374,World Cultures V: Differing Visions and Realities,(3)
BINF - Bioinformatics,BINF 1095,Bioinformatics First-year Seminar,(0)
BINF - Bioinformatics,BINF 1095,Bioinformatics First-year Seminar,(0)
BINF - Bioinformatics,BINF 1095,Bioinformatics First-year Seminar,(0)
BINF - Bioinformatics,BINF 1095,Bioinformatics First-year Seminar,(0)
BINF - Bioinformatics,BINF 2V9R,Research in Bioinformatics,(3)
BINF - Bioinformatics,BINF 3350,Genomics and Bioinformatics,(3)
BINF - Bioinformatics,BINF 3360,Introduction to Computational Biology,(3)
BINF - Bioinformatics,BINF 3V96,Bioinformatics Internship Experience,(1-3)
BINF - Bioinformatics,BINF 3V9R,Research in Bioinformatics,(3)
BINF - Bioinformatics,BINF 43C9,Bioinformatics Senior Capstone Project,(3)
BINF - Bioinformatics,BINF 4V9R,Research in Bioinformatics,(3)
BIO - Biology,BIO 1103,Human Ecology Lab: Our Place in Nature,(1)
BIO - Biology,BIO 1103,Human Ecology Lab: Our Place in Nature,(1)
BIO - Biology,BIO 1103,Human Ecology Lab: Our Place in Nature,(1)
BIO - Biology,BIO 1105,Modern Concepts of Bioscience Laboratory,(1)
BIO - Biology,BIO 1106,Modern Concepts of Bioscience Laboratory,(1)
BIO - Biology,BIO 1125,Biological Research Preparedness,(1)
BIO - Biology,BIO 1303,Human Ecology: Our Place in Nature,(3)
BIO - Biology,BIO 1305,Modern Concepts of Bioscience,(3)
BIO - Biology,BIO 1306,"Modern Concepts of Bioscience, continued",(3)
BIO - Biology,BIO 1401,Current Issues in Human Biology,(4)
BIO - Biology,BIO 1405,Investigations of Modern Biology Concepts I,(4)
BIO - Biology,BIO 1406,Investigations of Modern Biology Concepts II,(4)
BIO - Biology,BIO 1V90,Individual Topics,(1-9)
BIO - Biology,BIO 1V9R,Research,(3)
BIO - Biology,BIO 2102,Introductory Microbiology Laboratory,(1)
BIO - Biology,BIO 2106,Genetics Laboratory,(1)
BIO - Biology,BIO 2301,Biology of Global Health,(3)
BIO - Biology,BIO 2302,Introductory Microbiology,(3)
BIO - Biology,BIO 2306,Genetics,(3)
BIO - Biology,BIO 2401,Human Anatomy and Physiology I,(4)
BIO - Biology,BIO 2402,Human Anatomy and Physiology II,(4)
BIO - Biology,BIO 3100,Seminar in Biology,(1)
BIO - Biology,BIO 3103,Ecology Laboratory,(1)
BIO - Biology,BIO 3110,Biology Education Theory,(1)
BIO - Biology,BIO 3111,Learning Assistant Planning and Practice,(1)
BIO - Biology,BIO 3122,Human Physiology Lab,(1)
BIO - Biology,BIO 3124,Laboratory for Entomology,(1)
BIO - Biology,BIO 3300,Advanced Topics in Biology,(3)
BIO - Biology,BIO 3303,Ecology,(3)
BIO - Biology,BIO 3312,Animal Nutrition,(3)
BIO - Biology,BIO 3315,Introduction to Environmental Health,(3)
BIO - Biology,BIO 3320,Climate Change Biology,(3)
BIO - Biology,BIO 3322,Human Physiology,(3)
BIO - Biology,BIO 3324,Entomology,(3)
BIO - Biology,BIO 3330,Medical Genetics,(3)
BIO - Biology,BIO 3341,Marine Field Studies,(3)
BIO - Biology,BIO 3342,Molecular Cell Biology,(3)
BIO - Biology,BIO 3350,Genomics and Bioinformatics,(3)
BIO - Biology,BIO 3366,Foundations of Evolutionary Biology,(3)
BIO - Biology,BIO 3429,Comparative Chordate Anatomy,(4)
BIO - Biology,BIO 3435,Invertebrate Paleontology,(4)
BIO - Biology,BIO 3V90,Individual Topics,(1-6)
BIO - Biology,BIO 3V9R,Research,(3)
BIO - Biology,BIO 4001,Achievement Test,(0)
BIO - Biology,BIO 4102,General Microbiology Lab,(1)
BIO - Biology,BIO 4104,Medical Entomology Laboratory,(1)
BIO - Biology,BIO 4105,Aquatic Ecosystems Laboratory,(1)
BIO - Biology,BIO 4106,Molecular Genetics and Genomics Laboratory,(1)
BIO - Biology,BIO 4108,Genes and Development Laboratory,(1)
BIO - Biology,BIO 4109,Advanced Study of Genes and Development,(1)
BIO - Biology,BIO 4117,Plant Physiology Lab,(1)
BIO - Biology,BIO 4123,Laboratory for Parasitology,(1)
BIO - Biology,BIO 4199,Scientific Communication,(1)
BIO - Biology,BIO 4301,Immunology,(3)
BIO - Biology,BIO 4302,General Microbiology,(3)
BIO - Biology,BIO 4304,Medical Entomology,(3)
BIO - Biology,BIO 4305,Aquatic Ecosystems,(3)
BIO - Biology,BIO 4306,Molecular Genetics and Genomics,(3)
BIO - Biology,BIO 4307,Biochemistry and Physiology of the Cell,(3)
BIO - Biology,BIO 4308,Genes and Development,(3)
BIO - Biology,BIO 4310,Biogeography,(3)
BIO - Biology,BIO 4312,Viruses and Global Health,(3)
BIO - Biology,BIO 4316,Plant Anatomy,(3)
BIO - Biology,BIO 4317,Plant Physiology,(3)
BIO - Biology,BIO 4320,Pathophysiology,(3)
BIO - Biology,BIO 4323,Parasitology,(3)
BIO - Biology,BIO 4327,Biology of Mammals,(3)
BIO - Biology,BIO 4331,Science Leadership: Community-Based Research,(3)
BIO - Biology,BIO 4332,Comparative Vertebrate Physiology,(3)
BIO - Biology,BIO 4333,Science Leadership: Improvement of Science Education,(3)
BIO - Biology,BIO 4335,Biology of the Vertebrates,(3)
BIO - Biology,BIO 4339,Advanced Marine Field Studies,(3)
BIO - Biology,BIO 4344,Fundamentals of Toxicology,(3)
BIO - Biology,BIO 4350,Pathogenic Microbiology,(3)
BIO - Biology,BIO 4354,Neglected Tropical Diseases,(3)
BIO - Biology,BIO 4365,Topics in Evolution,(3)
BIO - Biology,BIO 4381,Restoration Ecology,(3)
BIO - Biology,BIO 4386,Remote Sensing,(3)
BIO - Biology,BIO 4390,Microbiomes in Humans and the Environment,(3)
BIO - Biology,BIO 4405,Limnology,(4)
BIO - Biology,BIO 4406,Aquatic Biology,(4)
BIO - Biology,BIO 4415,Human Evolutionary Anatomy,(4)
BIO - Biology,BIO 4418,Biology of Wetland and Aquatic Vascular Plants,(4)
BIO - Biology,BIO 4422,Ichthyology,(4)
BIO - Biology,BIO 4426,Vertebrate Histology,(4)
BIO - Biology,BIO 4428,Ornithology,(4)
BIO - Biology,BIO 4430,Vertebrate Paleontology,(4)
BIO - Biology,BIO 4432,General Human Anatomy,(4)
BIO - Biology,BIO 4V04,Biology Field Studies,(1-9)
BIO - Biology,BIO 4V75,Clinical Laboratory Science Internship,(6-12)
BIO - Biology,BIO 4V90,Advanced Research Project,(1-3)
BIO - Biology,BIO 4V9R,Research,(3)
BIO - Biology,BIO 5100,Seminars in Biology,(1)
BIO - Biology,BIO 5101,Graduate Scientific Communications,(1)
BIO - Biology,BIO 5116,Biotechnology Operations,(1)
BIO - Biology,BIO 5117,Preclinical Models in Biotechnology,(1)
BIO - Biology,BIO 5118,"Bench to Bedside: Biopharmaceuticals, vaccine antigen production and transition to the clinic",(1)
BIO - Biology,BIO 5119,Topics in Advocacy and Policy for the Neglected Tropical and Emerging Infectious Diseases,(1)
BIO - Biology,BIO 5120,GIS and Health,(1)
BIO - Biology,BIO 5121,Diagnostics of Neglected Tropical and Emerging Infectious Diseases,(1)
BIO - Biology,BIO 5199,Non-Thesis Degree Completion,(1)
BIO - Biology,BIO 5201,Research Methods in Biology,(2)
BIO - Biology,BIO 5202,Research Methods in Biology II,(2)
BIO - Biology,BIO 5203,Tropical and Emerging Infectious Diseases,(2)
BIO - Biology,BIO 5204,"Applied Epidemiology, Biostatistics, and Public Health",(2)
BIO - Biology,BIO 5205,Vector Biology and Vector Borne Diseases,(2)
BIO - Biology,BIO 5213,Research Methods in Biology III,(2)
BIO - Biology,BIO 5220,Pathophysiology,(2)
BIO - Biology,BIO 5300,Advanced Studies in Biology,(3)
BIO - Biology,BIO 5302,Virology,(3)
BIO - Biology,BIO 5303,Ecological Applications in Modern Biology,(3)
BIO - Biology,BIO 5304,Nucleic Acids,(3)
BIO - Biology,BIO 5305,Ecosystem Biogeochemistry,(3)
BIO - Biology,BIO 5306,Molecular Evolution,(3)
BIO - Biology,BIO 5307,Advanced Cell and Molecular Biology,(3)
BIO - Biology,BIO 5310,Advanced Microbiology,(3)
BIO - Biology,BIO 5311,Advanced Genetic Analysis,(3)
BIO - Biology,BIO 5312,Introduction to Multiomics Experimentation and Analysis,(3)
BIO - Biology,BIO 5315,Genomics & Infectious Diseases,(3)
BIO - Biology,BIO 5320,Ecological Biophysics,(3)
BIO - Biology,BIO 5324,Quantitative Biology,(3)
BIO - Biology,BIO 5325,Advanced Topics in Evolutionary Biology,(3)
BIO - Biology,BIO 5327,Microbiomes in Humans & the Environment,(3)
BIO - Biology,BIO 5330,Conservation Biology,(3)
BIO - Biology,BIO 5335,Climate Change and Biodiversity,(3)
BIO - Biology,BIO 5337,Advanced Limnology,(3)
BIO - Biology,BIO 5340,Ecosystem Process Modeling,(3)
BIO - Biology,BIO 5345,Molecular Biology of Disease Vectors,(3)
BIO - Biology,BIO 5349,Research Proposal Writing and Development,(3)
BIO - Biology,BIO 5350,Biocomputing,(3)
BIO - Biology,BIO 5351,Advanced Biocomputing,(3)
BIO - Biology,BIO 5355,Genomic Analysis,(3)
BIO - Biology,BIO 5360,Biological Invasions: Ecology and Management,(3)
BIO - Biology,BIO 5380,Integrative Ecophysiology,(3)
BIO - Biology,BIO 5399,Experimental Design and Research Communications for Molecular Biologists,(3)
BIO - Biology,BIO 5400,Population Genetics,(4)
BIO - Biology,BIO 5401,Microbial Ecology,(4)
BIO - Biology,BIO 5402,Invertebrate Zoology,(4)
BIO - Biology,BIO 5403,Population Ecology,(4)
BIO - Biology,BIO 5404,Wetland Ecology and Management,(4)
BIO - Biology,BIO 5405,Stream Ecology,(4)
BIO - Biology,BIO 5407,Bioenergetics,(4)
BIO - Biology,BIO 5408,Plankton Ecology,(4)
BIO - Biology,BIO 5409,Cancer Biology,(4)
BIO - Biology,BIO 5412,Biometrics,(4)
BIO - Biology,BIO 5413,Advanced Ecological Data Analysis,(4)
BIO - Biology,BIO 5420,Transmission Electron Microscopy,(4)
BIO - Biology,BIO 5421,Scanning Electron Microscopy,(4)
BIO - Biology,BIO 5425,Molecular Ecology,(4)
BIO - Biology,BIO 5432,Microbiology and Immunology,(4)
BIO - Biology,BIO 5V90,Special Problems,(1-6)
BIO - Biology,BIO 5V99,Thesis,(1-6)
BIO - Biology,BIO 6101,Research Rotation,(1)
BIO - Biology,BIO 6V00,Graduate Research,(1-10)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BL - Business Law,BL 3305,Legal Environment of Business,(3)
BME - Biomedical Engineering,BME 4355,Medical Imaging,(3)
BME - Biomedical Engineering,BME 4355,Medical Imaging,(3)
BME - Biomedical Engineering,BME 4355,Medical Imaging,(3)
BME - Biomedical Engineering,BME 4355,Medical Imaging,(3)
BME - Biomedical Engineering,BME 4360,Introduction to Biomedical Engineering,(3)
BME - Biomedical Engineering,BME 4357,Cardiovascular Engineering and Instrumentation,(3)
BME - Biomedical Engineering,BME 4372,Bioinstrumentation,(3)
BME - Biomedical Engineering,BME 4374,Biomechanics,(3)
BME - Biomedical Engineering,BME 4376,Introduction to the Design and Evaluation of Medical Devices,(3)
BME - Biomedical Engineering,BME 4378,Introduction to Biosensors,(3)
BME - Biomedical Engineering,BME 4396,Special Topics in Biomedical Engineering,(3)
BME - Biomedical Engineering,BME 4452,Biomedical Digital Signal Processing,(4)
BME - Biomedical Engineering,BME 4V97,Special Projects in Biomedical Engineering,(1-6)
BME - Biomedical Engineering,BME 5351,Multidimensional Signal Analysis,(3)
BME - Biomedical Engineering,BME 5353,Biomedical Signal Analysis,(3)
BME - Biomedical Engineering,BME 5355,Medical Imaging,(3)
BME - Biomedical Engineering,BME 5357,Cardiovascular Engineering and Instrumentation,(3)
BME - Biomedical Engineering,BME 5360,Introduction to Biomedical Engineering,(3)
BMS - Biomedical Studies,BMS 5100,Biomedical Seminar,(1)
BMS - Biomedical Studies,BMS 5100,Biomedical Seminar,(1)
BMS - Biomedical Studies,BMS 5100,Biomedical Seminar,(1)
BMS - Biomedical Studies,BMS 5199,Non-Thesis Degree Completion,(1)
BMS - Biomedical Studies,BMS 5301,Survey of Immunology,(3)
BMS - Biomedical Studies,BMS 5302,Current Concepts in Immunology,(3)
BMS - Biomedical Studies,BMS 5305,Virology,(3)
BMS - Biomedical Studies,BMS 5307,Advanced Cell and Molecular Biology,(3)
BMS - Biomedical Studies,BMS 5308,Biotechnology and Cell Biomedicine,(3)
BMS - Biomedical Studies,BMS 5310,Molecular Biology of the Cell,(3)
BMS - Biomedical Studies,BMS 5343,Studies in Intermediary Metabolism,(3)
BMS - Biomedical Studies,BMS 5355,Genomic Analysis,(3)
BMS - Biomedical Studies,BMS 5399,Experimental Design and Research Communications for Molecular Biologists,(3)
BMS - Biomedical Studies,BMS 5401,Special Techniques in Immunology,(4)
BMS - Biomedical Studies,BMS 5V95,Biomedical Research,(1-8)
BMS - Biomedical Studies,BMS 5V99,Thesis,(6)
BMS - Biomedical Studies,BMS 6310,Research Rotations,(3)
BPH - Bachelor of Philosophy,BPH 4088,B.Phil. Research Project Exit Review,(0)
BUS - Business,BUS 1101,Pre-Business New Student Experience,(1)
BUS - Business,BUS 1101,Pre-Business New Student Experience,(1)
BUS - Business,BUS 1101,Pre-Business New Student Experience,(1)
BUS - Business,BUS 1102,HSB Peer Leader Program,(1)
BUS - Business,BUS 1201,Introduction to Business,(2)
BUS - Business,BUS 1305,Software Applications for Personal Productivity,(3)
BUS - Business,BUS 1350,Software Applications for Business Productivity and Decision-Making,(3)
BUS - Business,BUS 2101,Career Management (Assessment & Discovery) for Undergraduate Students,(1)
BUS - Business,BUS 2222,Introduction to Energy Commerce,(2)
BUS - Business,BUS 3101,Career Management (Strategy & Success) for Undergraduate Students,(1)
BUS - Business,BUS 3303,Managerial Communications,(3)
