name,subject,code
Listening Level 5,ENIE - Eng:Intense.Eng.Inst,ENIE 155
Vocabulary and Literacy Level 5,ENIE - Eng:Intense.Eng.Inst,ENIE 156
Writing Level 6,ENIE - Eng:Intense.Eng.Inst,ENIE 161
Grammar Level 6,ENIE - Eng:Intense.Eng.Inst,ENIE 162
Reading Level 6,ENIE - Eng:Intense.Eng.Inst,ENIE 163
Speaking Level 6,ENIE - Eng:Intense.Eng.Inst,ENIE 164
Listening Level 6,ENIE - Eng:Intense.Eng.Inst,ENIE 165
Vocabulary and Literacy Level 6,ENIE - Eng:Intense.Eng.Inst,ENIE 166
"Cultural Experiences Levels 1, 2, and 3",ENIE - Eng:Intense.Eng.Inst,ENIE 170
Writing for Graduate Students Level 6,ENIE - Eng:Intense.Eng.Inst,ENIE 171
"Cultural Experiences Levels 4, 5, and 6",ENIE - Eng:Intense.Eng.Inst,ENIE 180
Experimental/Developmental Topics,ENIE - Eng:Intense.Eng.Inst,ENIE 299X
The Entrepreneurial Experience,ENT - Entrepreneurship,ENT 241
Social Entrepreneurship,ENT - Entrepreneurship,ENT 244
Creative Problem Solving and Innovation,ENT - Entrepreneurship,ENT 341
Applied Innovation,ENT - Entrepreneurship,ENT 346
Entrepreneurship and Innovation Practicum,ENT - Entrepreneurship,ENT 347
Entrepreneurship Internship,ENT - Entrepreneurship,ENT 369
Entrepreneurial Decision Making,ENT - Entrepreneurship,ENT 441
Venture Financing,ENT - Entrepreneurship,ENT 443
Startup Ecosystems and Venture Leadership,ENT - Entrepreneurship,ENT 449
Professional Experience,EURO - European Studies,EURO 369
Special Issues in European Studies,EURO - European Studies,EURO 401
Independent Study,EURO - European Studies,EURO 405
Practical Experience,EURO - European Studies,EURO 479
Hatha Yoga,EXSC - Exercise Science,EXSC 119
Resistance Training Leadership,EXSC - Exercise Science,EXSC 147
Introduction to Kinesiology,EXSC - Exercise Science,EXSC 190
Human Performance Concepts and Assessment,EXSC - Exercise Science,EXSC 201
Fitness Assessment in Exercise Science,EXSC - Exercise Science,EXSC 202
Games and Activities for the Older Adult,EXSC - Exercise Science,EXSC 212
Anatomy,EXSC - Exercise Science,EXSC 292
Foundations of Physiology and Exercise,EXSC - Exercise Science,EXSC 293
Introduction to Biomechanics,EXSC - Exercise Science,EXSC 294
Exercise Science Professional Development,EXSC - Exercise Science,EXSC 300
Fundamentals of Exercise Prescription,EXSC - Exercise Science,EXSC 301
Physical Activity Throughout the Lifespan,EXSC - Exercise Science,EXSC 302
Group Fitness Instructor,EXSC - Exercise Science,EXSC 303
Motor Skill Acquisition and Control,EXSC - Exercise Science,EXSC 304
Applied Exercise Science Skills,EXSC - Exercise Science,EXSC 305
Fitness Management,EXSC - Exercise Science,EXSC 306
Teaching Physical Activity to the Older Adult,EXSC - Exercise Science,EXSC 312
Fundamentals of Resistance Training,EXSC - Exercise Science,EXSC 320
Program Development/Fitness Assessment for Individuals with Disabilities,EXSC - Exercise Science,EXSC 329
Principles of the Electrocardiogram,EXSC - Exercise Science,EXSC 401
Advanced Fitness Assessments in Exercise Science,EXSC - Exercise Science,EXSC 402
Research Methods in Kinesiology and Health Sciences,EXSC - Exercise Science,EXSC 410
Biomechanics of Human Movement,EXSC - Exercise Science,EXSC 414
Strength and Conditioning Principles,EXSC - Exercise Science,EXSC 420
Applied Strength and Conditioning Principles,EXSC - Exercise Science,EXSC 430
Exercise Science Internship,EXSC - Exercise Science,EXSC 479
Advanced Concepts in Exercise Physiology,EXSC - Exercise Science,EXSC 493
Introduction to The Fashion Industry,FASH - Fashion,FASH 100
Fashion Studio 1,FASH - Fashion,FASH 102
Fashion Fabrics and Analysis,FASH - Fashion,FASH 130
Styling: The Fashionable Look,FASH - Fashion,FASH 200
Fitting and Intermediate Apparel Construction,FASH - Fashion,FASH 202
Fashion Studio 2,FASH - Fashion,FASH 210
Visual Merchandising,FASH - Fashion,FASH 245
History of Fashion,FASH - Fashion,FASH 260
Fashion Branding,FASH - Fashion,FASH 284
Special Topics in Fashion,FASH - Fashion,FASH 299X
Flat Pattern,FASH - Fashion,FASH 300
Draping,FASH - Fashion,FASH 303
Fashion Product Development and Simulation,FASH - Fashion,FASH 305
Fashion Studio 3,FASH - Fashion,FASH 310
Fashion Product Analysis,FASH - Fashion,FASH 315
Advanced Construction,FASH - Fashion,FASH 350
Fashion Forecasting,FASH - Fashion,FASH 365
Fashion Internship,FASH - Fashion,FASH 369
Fashion Special Event Promotion,FASH - Fashion,FASH 381
Professional Development for Fashion Merchandising,FASH - Fashion,FASH 392
Fashion Field Studies,FASH - Fashion,FASH 401
Digital Fashion Product Development,FASH - Fashion,FASH 405
Studio Design,FASH - Fashion,FASH 480
Fashion Buying,FASH - Fashion,FASH 488
Independent Study in Fashion,FASH - Fashion,FASH 495
Seminar in Fashion,FASH - Fashion,FASH 496
Portfolio Development for Fashion,FASH - Fashion,FASH 497
Immersive Learning Experience in Fashion,FASH - Fashion,FASH 498
Consumer Education,FCFC - Fam & Con Sci Fam & Chl,FCFC 450
Seminar in Family Relations,FCFC - Fam & Con Sci Fam & Chl,FCFC 496
FCS General Internship,"FCGI - Fam & Con Sci, General",FCGI 369
Workshop: Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 494
Independent Study in Family and Consumer Sciences,FCS - Family & Consumer Sc,FCS 495
Personal Finance for Fiscal Wellness,FIN - Finance,FIN 101
Personal Finance,FIN - Finance,FIN 110
Experimental/Developmental Topics,FIN - Finance,FIN 299X
Principles of Finance,FIN - Finance,FIN 300
Intermediate Finance,FIN - Finance,FIN 301
Investments,FIN - Finance,FIN 310
Markets and Institutions,FIN - Finance,FIN 320
Global Finance,FIN - Finance,FIN 352
Internship in Finance,FIN - Finance,FIN 369
Portfolio Management,FIN - Finance,FIN 410
Contemporary Topics in Finance,FIN - Finance,FIN 420
Financial Statement Analysis,FIN - Finance,FIN 445
Bank Management,FIN - Finance,FIN 470
Financial Planning Process and Case Development,FIN - Finance,FIN 480
Decision Making in Finance,FIN - Finance,FIN 490
Independent Study in Finance,FIN - Finance,FIN 497
Introduction to Forensic Science,FOR - Forensic Science,FOR 101
Forensic Analysis,FOR - Forensic Science,FOR 201
Biological Forensic Analysis,FOR - Forensic Science,FOR 301
Chemical Forensic Analysis,FOR - Forensic Science,FOR 302
Digital Forensic Analysis,FOR - Forensic Science,FOR 303
Special Topics in Forensic Science,FOR - Forensic Science,FOR 390
Applied Forensic Science,FOR - Forensic Science,FOR 401
Behavioral Forensic Capstone,FOR - Forensic Science,FOR 402
Forensic Science Internship,FOR - Forensic Science,FOR 479
Beginning French 1,FR - French,FR 101
Beginning French 2,FR - French,FR 102
Intermediate French 1,FR - French,FR 201
Intermediate French 2,FR - French,FR 202
Advanced French 1,FR - French,FR 301
Advanced French 2,FR - French,FR 302
Special Topics in Linguistics,FR - French,FR 303
French and Francophone Studies Special Topics,FR - French,FR 315
Civilization and Culture: The Old Regime,FR - French,FR 334
Civilization and Culture: Modern France,FR - French,FR 335
Phonetics,FR - French,FR 337
French for the Professions,FR - French,FR 338
Introduction to French Literary Readings,FR - French,FR 360
French Study Abroad,FR - French,FR 400
History of French and Francophone Literature,FR - French,FR 401
Seminar in French and Francophone Literature,FR - French,FR 403
"Seminar in Language, Culture or Cinema",FR - French,FR 404
French Immersive Study Abroad,FR - French,FR 470
Readings,FR - French,FR 498
First-Year Seminar,FYS - First Year Seminar,FYS 101
Graphics: Intro to Printing Processes,GCM - Graphic Comm Mgt,GCM 180
Graphics: Impact Printing Processes,GCM - Graphic Comm Mgt,GCM 181
Graphics: Digital Imaging,GCM - Graphic Comm Mgt,GCM 182
Graphics: Screen and Specialty Graphics,GCM - Graphic Comm Mgt,GCM 183
Graphics: Computer Applications,GCM - Graphic Comm Mgt,GCM 184
Graphics: Ink and Substrates,GCM - Graphic Comm Mgt,GCM 281
Graphics: Packaging Technology,GCM - Graphic Comm Mgt,GCM 283
Graphics: Digital Prepress,GCM - Graphic Comm Mgt,GCM 285
Graphics: Fundamentals of Photography,GCM - Graphic Comm Mgt,GCM 286
Graphics: Experimental Topics,GCM - Graphic Comm Mgt,GCM 299X
Graphics: Internship,GCM - Graphic Comm Mgt,GCM 369
Graphics: Packaging Construction and Design,GCM - Graphic Comm Mgt,GCM 373
Graphics: Color Management,GCM - Graphic Comm Mgt,GCM 381
Graphics: Advanced Digital Output,GCM - Graphic Comm Mgt,GCM 382
Graphics: Offset Lithographic Presswork,GCM - Graphic Comm Mgt,GCM 383
Graphics: Cross Media Communications,GCM - Graphic Comm Mgt,GCM 385
Graphics: Planning and Finishing,GCM - Graphic Comm Mgt,GCM 386
Graphics: Applications of Commercial Photography,GCM - Graphic Comm Mgt,GCM 387
Graphics: Problems in Graphic Communications,GCM - Graphic Comm Mgt,GCM 415
Practicum in Graphic Communications,GCM - Graphic Comm Mgt,GCM 484
Graphics: Advanced Management Systems,GCM - Graphic Comm Mgt,GCM 486
Graphics: Cost Analysis,GCM - Graphic Comm Mgt,GCM 488
Graphics: Quality Control and Automation,GCM - Graphic Comm Mgt,GCM 489
Graphics: Capstone for Graphic Communications,GCM - Graphic Comm Mgt,GCM 490
"Earth, Sea, and Sky: A Geographic View",GEOG - Geography,GEOG 101
Economic Geographies of Globalization,GEOG - Geography,GEOG 120
"Geography, Culture, and Diversity",GEOG - Geography,GEOG 121
Global Geography,GEOG - Geography,GEOG 150
Maps and Spatial Reasoning,GEOG - Geography,GEOG 240
Spatial Analytical Methods in Geography,GEOG - Geography,GEOG 250
Introduction to Sustainable Tourism,GEOG - Geography,GEOG 261
Global Destinations,GEOG - Geography,GEOG 262
Introduction to Geographic Information Systems,GEOG - Geography,GEOG 265
Geography of International Conflict,GEOG - Geography,GEOG 270
Experimental/Developmental Topics,GEOG - Geography,GEOG 299X
Immigration and Ethnic Geographies of the United States,GEOG - Geography,GEOG 320
Urban Geography,GEOG - Geography,GEOG 321
Tourism and Geography of Food,GEOG - Geography,GEOG 323
Geography of the United States and Canada,GEOG - Geography,GEOG 350
Geography of Latin America and the Caribbean,GEOG - Geography,GEOG 351
Geography of Asia,GEOG - Geography,GEOG 354
Geography of Russia and Its Neighbors,GEOG - Geography,GEOG 356
Geography of Europe,GEOG - Geography,GEOG 357
Tours and Meetings Management,GEOG - Geography,GEOG 360
Professional Experience,GEOG - Geography,GEOG 369
Population Geography,GEOG - Geography,GEOG 423
Cartography and Visualization of Spatial Data,GEOG - Geography,GEOG 433
"Maps, Environment, and Society",GEOG - Geography,GEOG 434
Introduction to Remote Sensing,GEOG - Geography,GEOG 436
Advanced Remote Sensing,GEOG - Geography,GEOG 437
Advanced Geographic Information Systems Analysis,GEOG - Geography,GEOG 438
Advanced Cartography and Visualization of Spatial Data,GEOG - Geography,GEOG 444
Geographic Information Systems Applications Design and Development,GEOG - Geography,GEOG 445
Seminar in Advanced Techniques in Remote Sensing,GEOG - Geography,GEOG 446
Geographic Information System Design,GEOG - Geography,GEOG 448
Travel and Tourism Consulting,GEOG - Geography,GEOG 460
Political Geography,GEOG - Geography,GEOG 470
Practical Experience,GEOG - Geography,GEOG 479
Distant Areas Field Studies,GEOG - Geography,GEOG 480
Sustainable Tourism Development,GEOG - Geography,GEOG 491
Readings and Special Studies in Geography and Earth Science,GEOG - Geography,GEOG 495
Planet Earth's Geological Environment,GEOL - Geology,GEOL 101
Laboratory in Physical Geology,GEOL - Geology,GEOL 105
Age of the Dinosaurs,GEOL - Geology,GEOL 110
"Earth, Life, and Time",GEOL - Geology,GEOL 201
"Natural Landscape Expertise for Storytellers, Artists, and World-Builders",GEOL - Geology,GEOL 204
Oceans and Nations,GEOL - Geology,GEOL 206
Environmental Geology - Geological/Geochemical Cycles,GEOL - Geology,GEOL 207
Earth Materials,GEOL - Geology,GEOL 220
Geomorphology,GEOL - Geology,GEOL 240
Experimental/Developmental Topics,GEOL - Geology,GEOL 299X
Global Positioning System Techniques,GEOL - Geology,GEOL 302
Sedimentary Geology,GEOL - Geology,GEOL 308
Igneous and Metamorphic Petrology,GEOL - Geology,GEOL 310
Structural Geology,GEOL - Geology,GEOL 315
Geological Field Tour,GEOL - Geology,GEOL 330
Physical Hydrology,GEOL - Geology,GEOL 350
Professional Experience,GEOL - Geology,GEOL 369
Field Geology,GEOL - Geology,GEOL 383
Micropaleontology,GEOL - Geology,GEOL 409
Advanced Igneous and Metamorphic Petrology,GEOL - Geology,GEOL 411
Sedimentary Petrology,GEOL - Geology,GEOL 412
Experimental Petrology,GEOL - Geology,GEOL 413
Geology of Hazards and the Environment,GEOL - Geology,GEOL 416
Oceanography,GEOL - Geology,GEOL 420
Geophysics,GEOL - Geology,GEOL 425
Applied Biostratigraphy,GEOL - Geology,GEOL 434
Sequence Stratigraphy,GEOL - Geology,GEOL 435
Karst Environments and Carbonate Geology,GEOL - Geology,GEOL 440
Hydrogeology,GEOL - Geology,GEOL 461
Environmental Geology in the Field and Laboratory,GEOL - Geology,GEOL 462
Groundwater Geochemistry,GEOL - Geology,GEOL 470
Volcanology and Volcanic Hazards,GEOL - Geology,GEOL 471
Glacial Geology,GEOL - Geology,GEOL 475
Special Studies and Field Problems,GEOL - Geology,GEOL 480
Group Field Research Experience,GEOL - Geology,GEOL 485
Experimental Elective Course,GEOL - Geology,GEOL 499X
Beginning German 1,GER - German,GER 101
Beginning German 2,GER - German,GER 102
Intermediate German 1,GER - German,GER 201
Intermediate German 2,GER - German,GER 202
Advanced German 1,GER - German,GER 301
Advanced German 2,GER - German,GER 302
Grammar,GER - German,GER 303
Contemporary German Culture,GER - German,GER 334
Civilization and Culture,GER - German,GER 335
Phonetics,GER - German,GER 337
Business German,GER - German,GER 338
Survey of German Prose,GER - German,GER 361
Survey of German Drama,GER - German,GER 362
Survey of German Lyric,GER - German,GER 363
German Study Abroad,GER - German,GER 400
History of German Literature,GER - German,GER 401
Seminar in German Literature and Culture,GER - German,GER 404
Seminar in German Language and Linguistics,GER - German,GER 405
German Immersive Study Abroad,GER - German,GER 470
Readings,GER - German,GER 498
Workshop in Applied Gerontology,GERO - Gerontology,GERO 392
Topical Seminar in Applied Gerontology,GERO - Gerontology,GERO 398
Technology in Aging,GERO - Gerontology,GERO 415
Aging Well: Adaptations in Later Life,GERO - Gerontology,GERO 430
Aging in Communities,GERO - Gerontology,GERO 435
Women and Aging,GERO - Gerontology,GERO 440
"Health, Wellness, and Aging",GERO - Gerontology,GERO 445
Internship in Gerontology,GERO - Gerontology,GERO 499
Capstone in Global Studies,GLST - Global Studies,GLST 400
Introduction to Health Humanities,HHUM - Health Humanities,HHUM 200
Special Topics in Health Humanities,HHUM - Health Humanities,HHUM 300
Rhetoric of Health and Medicine,HHUM - Health Humanities,HHUM 350
Health Humanities Capstone,HHUM - Health Humanities,HHUM 400
Introduction to American History,HIST - History,HIST 100
The West in the World,HIST - History,HIST 150
World History to 1500,HIST - History,HIST 151
World History Since 1500,HIST - History,HIST 152
Studies in Non-Western Civilizations,HIST - History,HIST 198
Introduction to History and Historical Methods,HIST - History,HIST 200
"American History, 1492-1876",HIST - History,HIST 201
"United States History, 1877 to the Present",HIST - History,HIST 202
American Environmental History,HIST - History,HIST 204
Introduction to Sport in American Life,HIST - History,HIST 205
Introduction to Black History,HIST - History,HIST 210
Women in American History,HIST - History,HIST 215
Historical Topics in Film,HIST - History,HIST 235
Introduction to Public History,HIST - History,HIST 240
Experimental/Developmental Topics,HIST - History,HIST 299X
The United States and the Vietnam War,HIST - History,HIST 301
Oral History Workshop,HIST - History,HIST 303
Introduction to the History of Business in the United States,HIST - History,HIST 310
History of the American West,HIST - History,HIST 318
A Laboratory Course in American History,HIST - History,HIST 320
Topics in Latin American History,HIST - History,HIST 324
United States Urban History,HIST - History,HIST 338
Selected Topics in Military History,HIST - History,HIST 360
Public History Careers and Internship Preparation,HIST - History,HIST 368
Public History Internship,HIST - History,HIST 369
Foundations of Asian Civilization,HIST - History,HIST 370
"Tradition, Conflict, and Change in Modern Asia",HIST - History,HIST 371
