"subject","course_code","course_name","description","credits"
"African American Studies","AAS 510","Studies in African American History","College of Arts and Sciences   Crosslisted with HST 510   Particular periods or aspects of African American history.  Repeatable","3 credit(s)  Irregularly"
"African American Studies","AAS 511","Black Intellectual Thought In Music","College of Arts and Sciences   This music-centered course explores the relationship between the Black intellectual traditions of musicians and their musical practices. Critical musicology, Black feminist theory, and critical race theory help illuminate the link between African American music and quotidian life.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 512","African American Women’s History","College of Arts and Sciences   Crosslisted with WGS 512   The intellectual, political, and social history of African American women from pre-colonial Africa to the re-emergence of black feminism in the late 20th-century United States.","3 credit(s)  Odd academic yr e.g. 2007-8"
"African American Studies","AAS 513","Toni Morrison: Black Book Seminar","College of Arts and Sciences   Crosslisted with WGS 513   A multi-dimensional study of Morrison’s bookwork: fiction, non-fiction, and scholarship. Involves conceptual frameworks and ideas that link this project with broader understandings and interpretations of Blacks in the world. A wide range of questions (i.e., aesthetics, feminisms, knowing-politics, language, race) derives from Morrison’s literary witnessing of Black community life.","3 credit(s)  Even Academic Yr e.g. 2004-5"
"African American Studies","AAS 525","Research Methods in African American Studies","College of Arts and Sciences   Conceptual, technical, and ethical tools for research among populations in the African Diaspora. Guidelines and practice in reviewing literature and assessing historiography data gathering and analysis, interviewing, participant observation, and archival research.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 540","Seminar:African American Studies","College of Arts and Sciences   Various areas of intellectual and research interests related to the American black experience. Integrates knowledge of historical, cultural, sociological, political, and economic issues.  Repeatable","3-4 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 580","International Course","College of Arts and Sciences   Offered through SUAbroad by educational institution outside the United States. Student registers for the course at the foreign institution and is graded according to that institution’s practice. SUAbroad works with the S.U. academic department to assign the appropriate course level, title, and grade for the student’s transcript.  Repeatable","1-12 credit(s)  Irregularly"
"African American Studies","AAS 590","Independent Study","College of Arts and Sciences   Exploration of a problem, or problems, in depth. Individual independent study upon a plan submitted by the student. Admission by consent of supervising instructor(s) and the department.  Repeatable","1-6 credit(s)  Irregularly"
"Accounting","ACC 151","Introduction to Financial Accounting","Martin J. Whitman School of Management   Financial accounting concepts that aid entrepreneurs, managers, investors, and creditors in planning, operating, and analyzing a business. Emphasis is on interpretation of financial statements.  Shared Competencies Scientific Inquiry and Research Skills","4 credit(s)  Every semester"
"Accounting","ACC 201","Essentials of Accounting","Martin J. Whitman School of Management   Introduction for non-Whitman students to financial and managerial accounting and reporting concepts used by entrepreneurs and managers in planning and decision making.  Shared Competencies Critical and Creative Thinking","3 credit(s)  Every semester"
