"course_code","course_title","department","credits"
"ACG 2021C","PRINCIPLES OF FINANCIAL ACCOUNTING.","ACG: Accounting-General","3"
"ACG 2030C","CAPSTONE REVIEW COURSE OF ACCOUNTING PRINCIPLES.","ACG: Accounting-General","3"
"ACG 2071C","PRINCIPLES OF MANAGERIAL ACCOUNTING.","ACG: Accounting-General","3"
"ACG 2100C","INTERMEDIATE ACCOUNTING I.","ACG: Accounting-General","3"
"ACG 2110C","INTERMEDIATE ACCOUNTING II.","ACG: Accounting-General","3"
"ACG 2360C","COST ACCOUNTING.","ACG: Accounting-General","3"
"ACG 2450C","COMPUTER ACCOUNTING.","ACG: Accounting-General","3"
"ACG 2460C","SPREADSHEETS FOR ACCOUNTING.","ACG: Accounting-General","3"
"ACG 3024","ACCOUNTING AND FINANCIAL ANALYSIS FOR MANAGERS.","ACG: Accounting-General","3"
"AFA 2000","INTRODUCTION TO THE AFRICAN-AMERICAN EXPERIENCE..","AFA: Afro-American Studies","3"
"AMH 2010","UNITED STATES HISTORY TO 1877.","AMH: American History","3"
"AMH 2010H","UNITED STATES HISTORY TO 1877 - HONORS.","AMH: American History","3"
"AMH 2020","U.S. HISTORY 1877 TO PRESENT.","AMH: American History","3"
"AMH 2020H","UNITED STATES HISTORY 1877 TO PRESENT - HONORS.","AMH: American History","3"
"AML 2011","SURVEY IN AMERICAN LITERATURE COLONIAL PERIOD TO CIVIL WAR.","AML: American Literature","3"
"AML 2011H","SURVEY IN AMERICAN LITERATURE: COLONIAL PERIOD TO CIVIL WAR-HONORS.","AML: American Literature","3"
"AML 2021","SURVEY IN AMERICAN LITERATURE:  CIVIL WAR TO PRESENT.","AML: American Literature","3"
"ANT 2000","INTRODUCTORY ANTHROPOLOGY.","ANT: Anthropology","3"
"ANT 2000H","INTRODUCTORY ANTHROPOLOGY - HONORS.","ANT: Anthropology","3"
"ANT 2140","INTRO TO ARCHAEOLOGY.","ANT: Anthropology","3"
"ANT 2410","CULTURAL ANTHROPOLOGY.","ANT: Anthropology","3"
"ANT 2410H","CULTURAL ANTHROPOLOGY HONORS.","ANT: Anthropology","3"
"ANT 2930","SELECTED TOPICS IN  ANTHROPOLOGY.","ANT: Anthropology","1-3"
"ANT 2941","INTERNSHIP EXPLORATION IN ANTHROPOLOGY.","ANT: Anthropology","1-4"
"AOM 1050C","INTRODUCTION TO ORGANIC FARMING AND GARDENING TECHNICIAN.","AOM: Agricult Operations Mngt","3"
"AOM 1465C","INTRODUCTION TO SUSTAINABLE AGRICULTURE.","AOM: Agricult Operations Mngt","3"
"AOM 2012C","TYPES & SYSTEMS OF AGRICULTURE OPERATIONS.","AOM: Agricult Operations Mngt","3"
"APA 1111C","COLLEGE ACCOUNTING.","APA: Applied Accounting","3"
"APA 2501","PAYROLL ACCOUNTING.","APA: Applied Accounting","3"
"APA 2934","SELECTED TOPICS IN ACCOUNTING.","APA: Applied Accounting","1-3"
"APA 2941","INTERNSHIP EXPLORATION IN ACCOUNTING.","APA: Applied Accounting","1-4"
"APA 2942","INTERNSHIP IN ACCOUNTING.","APA: Applied Accounting","1-4"
"ARA 1120","ELEMENTARY ARABIC I.","ARA: Arabic","4"
"ARA 1121","ELEMENTARY ARABIC II.","ARA: Arabic","4"
"ARC 1201C","THEORY OF ARCHITECTURE.","ARC: Architecture","2"
"ARC 1301C","ARCHITECTURAL DESIGN I.","ARC: Architecture","4"
"ARC 1302C","ARCHITECTURAL DESIGN II.","ARC: Architecture","4"
"ARC 1701","HISTORY OF ARCHITECTURE I.","ARC: Architecture","3"
"ARC 1701C","HISTORY OF ARCHITECTURE I.","ARC: Architecture","3"
"ARC 2180C","INTRODUCTION TO DIGITAL ARCHITECTURE.","ARC: Architecture","3"
"ARC 2303C","ARCHITECTURAL DESIGN III.","ARC: Architecture","5"
"ARC 2304C","ARCHITECTURAL DESIGN IV.","ARC: Architecture","5"
"ARC 2461","MATERIALS AND METHODS OF CONSTRUCTION.","ARC: Architecture","4"
"ARC 2702","HISTORY OF ARCHITECTURE II.","ARC: Architecture","3"
"ARE 2000","ART AND CREATIVITY.","ARE: Art Education","3"
"ARH 1000","ART APPRECIATION.","ARH: Art History","3"
"ARH 1000H","ART APPRECIATION - HONORS.","ARH: Art History","3"
"ARH 2050","INTRODUCTION TO ART HISTORY I.","ARH: Art History","3"
"ARH 2051","INTRODUCTION TO ART HISTORY II.","ARH: Art History","3"
"ARH 2930","SELECTED TOPICS IN ART.","ARH: Art History","1-3"
"ART 1152C","METAL CASTING.","ART: Art","3"
"ART 1201C","DESIGN I.","ART: Art","3"
"ART 1203C","DESIGN II.","ART: Art","3"
"ART 1300C","DRAWING I.","ART: Art","3"
"ART 1301C","DRAWING II.","ART: Art","3"
"ART 2330C","LIFE DRAWING.","ART: Art","3"
"ART 2400C","PRINTMAKING I.","ART: Art","3"
"ART 2401C","PRINTMAKING II.","ART: Art","3"
"ART 2500C","PAINTING I (FORMERLY ART 2510C).","ART: Art","3"
"ART 2501C","PAINTING II.","ART: Art","3"
"ART 2701C","SCULPTURE I.","ART: Art","3"
"ART 2702C","SCULPTURE II.","ART: Art","3"
"ART 2750C","CERAMICS I  (FORMERLY ART 2110C).","ART: Art","3"
"ART 2751C","CERAMICS II (FORMERLY ART 2111C).","ART: Art","3"
"ART 2774L","EXPLORATIONS IN CLAY.","ART: Art","1"
"ART 2930C","SELECTED TOPICS IN ART.","ART: Art","1-3"
"ART 2941","INTERNSHIP EXPLORATION IN ART AND FINE ARTS.","ART: Art","1-4"
"ASC 2870","AVIATION SAFETY MANAGEMENT SYSTEMS AND OPERATIONAL RISK.","ASC: Aviation Science","3"
"ASL 2140","AMERICAN SIGN LANGUAGE I.","ASL: American Sign Language","4"
"ASL 2150","AMERICAN SIGN LANGUAGE II.","ASL: American Sign Language","4"
"ASL 2160","AMERICAN SIGN LANGUAGE III.","ASL: American Sign Language","4"
"ASL 2200","AMERICAN SIGN LANGUAGE IV.","ASL: American Sign Language","4"
"ASL 2300","STRUCTURE OF AMERICAN SIGN LANGUAGE.","ASL: American Sign Language","3"
"ASL 2430","FINGERSPELLING.","ASL: American Sign Language","2"
"ASL 2510","DEAF CULTURE.","ASL: American Sign Language","3"
"ASL 2600","METHODS OF TEACHING AMERICAN SIGN LANGUAGE.","ASL: American Sign Language","3"
"ASL 2601","1ST AND 2ND LANGUAGE ACQUISITION IN AMERICAN SIGN LANGUAGE.","ASL: American Sign Language","3"
"ASL 2701","AMERICAN SIGN LANGUAGE LITERATURE.","ASL: American Sign Language","3"
"AST 1002","DESCRIPTIVE ASTRONOMY.","AST: Astronomy","3"
"AST 1002H","DESCRIPTIVE ASTRONOMY - HONORS.","AST: Astronomy","3"
"AVM 1010","AVIATION MAINTENANCE AND BUSINESS OPERATIONS.","AVM: Aviation Management","6"
"BCN 1272","CONTSTRUCTION BLUEPRINT READING.","BCN: Building Construction","3"
"BCN 1303C","BUILDING INFORMATION MODELING (REVIT W/ DYNAMO).","BCN: Building Construction","3"
"BCN 2405","STATICS AND STRENGTH OF MATERIALS.","BCN: Building Construction","3"
"BCN 2563","BUILDING SYSTEMS & MANAGEMENT.","BCN: Building Construction","3"
"BCN 2721C","CONSTRUCTION SCHEDULING AND MANAGEMENT.","BCN: Building Construction","3"
"BCN 2942","INTERNSHIP IN CONSTRUCTION AND CIVIL ENGINEERING TECHNOLOGY.","BCN: Building Construction","1-4"
"BCT 1705","CONTRACTS, CODES, SPECIFICATIONS, AND OFFICE PRACTICES.","BCT: Bldg Construction: Trades","3"
"BCT 2770C","BUILDING CONSTRUCTION ESTIMATING  (FORMERLY BCT 2600).","BCT: Bldg Construction: Trades","3"
"BCT 2931","SELECTED TOPICS IN BUILDING CONSTRUCTION.","BCT: Bldg Construction: Trades","3"
"BOT 2010C","BOTANY.","BOT: Botany","4"
"BOT 2011C","PLANT DIVERSITY.","BOT: Botany","4"
"BOT 2501C","PLANT PHYSIOLOGY.","BOT: Botany","4"
"BOT 2800","ETHNOBOTANY.","BOT: Botany","3"
"BOT 2932","SELECTED TOPICS IN BOTANY.","BOT: Botany","1-3"
"BSC 1005","BIOLOGICAL SCIENCE.","BSC: Biological Sciences","3"
"BSC 1005C","BIOLOGICAL SCIENCE COMBINED.","BSC: Biological Sciences","4"
"BSC 1005H","BIOLOGICAL SCIENCE - HONORS.","BSC: Biological Sciences","4"
"BSC 1010C","GENERAL BIOLOGY I.","BSC: Biological Sciences","4"
"BSC 1010H","GENERAL BIOLOGY I HONORS.","BSC: Biological Sciences","4"
"BSC 1011C","GENERAL BIOLOGY II.","BSC: Biological Sciences","4"
"BSC 1011H","GENERAL BIOLOGY II - HONORS.","BSC: Biological Sciences","4"
"BSC 1020","HUMAN BIOLOGY.","BSC: Biological Sciences","3"
"BSC 1026","BIOLOGY OF HUMAN SEXUALITY.","BSC: Biological Sciences","3"
"BSC 1026H","BIOLOGY OF HUMAN SEXUALITY - HONORS.","BSC: Biological Sciences","3"
"BSC 1421C","INTRODUCTION TO BIOTECHNOLOGY.","BSC: Biological Sciences","4"
"BSC 2085C","HUMAN ANATOMY AND PHYSIOLOGY I.","BSC: Biological Sciences","4"
"BSC 2086C","HUMAN ANATOMY AND PHYSIOLOGY II.","BSC: Biological Sciences","4"
"BSC 2423C","PROTEIN BIOTECHNOLOGY AND CELL CULTURE.","BSC: Biological Sciences","4"
"BSC 2426C","BIOTECHNOLOGY METHODS I.","BSC: Biological Sciences","4"
"BSC 2427C","BIOTECHNOLOGY METHODS II.","BSC: Biological Sciences","4"
"BSC 2933","SELECTED TOPICS IN BIOLOGY.","BSC: Biological Sciences","1-3"
"BSC 2941","INTERNSHIP EXPLORATION IN BIOLOGY.","BSC: Biological Sciences","1-4"
"BUL 2241","BUSINESS LAW I.","BUL: Business Law","3"
"BUL 2242","BUSINESS LAW II.","BUL: Business Law","3"
"CAI 1700","AI FOR INTERNATIONAL BUSINESS.","CAI: Computing: Artificial Intelligence","1"
"CAI 2000","INTRODUCTION TO ARTIFICIAL INTELLIGENCE.","CAI: Computing: Artificial Intelligence","3"
"CAI 2000H","INTRODUCTION TO ARTIFICIAL INTELLIGENCE - HONORS.","CAI: Computing: Artificial Intelligence","3"
"CAI 2100","INTRODUCTION TO PRACTICAL MACHINE LEARNING.","CAI: Computing: Artificial Intelligence","3"
"CAI 2200","INTRODUCTION TO PRACTICAL DEEP LEARNING.","CAI: Computing: Artificial Intelligence","3"
"CAI 2300","INTRODUCTION TO PRACTICAL NATURAL LANGUAGE PROCESSING.","CAI: Computing: Artificial Intelligence","3"
"CAP 3612","MACHINE LEARNING ESSENTIALS.","CAP: Computer Applications","3"
"CCJ 1010","CRIMINOLOGY.","CCJ: Criminal Justice","3"
"CCJ 1020","INTRODUCTION TO CRIMINAL JUSTICE.","CCJ: Criminal Justice","3"
"CCJ 2022","CONTEMPORARY ISSUES IN CRIMINAL JUSTICE.","CCJ: Criminal Justice","3"
"CCJ 2053","ETHICS IN CRIMINAL JUSTICE.","CCJ: Criminal Justice","3"
"CCJ 2358","CRIMINAL JUSTICE REPORT WRITING: CAPSTONE.","CCJ: Criminal Justice","3"
"CCJ 2452","CRIMINAL JUSTICE ADMINISTRATION.","CCJ: Criminal Justice","3"
"CCJ 2930","SELECTED TOPICS IN CRIMINAL JUSTICE.","CCJ: Criminal Justice","1-3"
"CCJ 2941","INTERNSHIP EXPLORATION/FIELD OBSERVATION IN CRIMINAL JUSTICE.","CCJ: Criminal Justice","1-4"
"CCJ 2942","CRIMINAL JUSTICE FIELD EXPERIENCE I.","CCJ: Criminal Justice","6"
"CCJ 2943","CRIMINAL JUSTICE FIELD EXPERIENCE II.","CCJ: Criminal Justice","6"
"CCJ 2944","CRIMINAL JUSTICE FIELD EXPERIENCE III.","CCJ: Criminal Justice","6"
"CEN 3024C","SOFTWARE DEVELOPMENT I.","CEN: Computer Engineering","3"
"CEN 3100C","TECHNICAL WRITING AND COMMUNICATION FOR SOFTWARE DEVELOPERS.","CEN: Computer Engineering","3"
"CEN 3727C","USER INTERFACE AND USER EXPERIENCE.","CEN: Computer Engineering","3"
"CEN 3942","INTERNSHIP IN COMPUTING TECHNOLOGY & SOFTWARE DEVELOPMENT.","CEN: Computer Engineering","3-4"
"CEN 4025C","SOFTWARE DEVELOPMENT II.","CEN: Computer Engineering","3"
"CEN 4333C","ADVANCED DATABASE DEVELOPMENT.","CEN: Computer Engineering","3"
"CEN 4350C","OPEN SOURCE WEB TECHNOLOGIES.","CEN: Computer Engineering","3"
"CEN 4360C","MOBILE DEVICE SOFTWARE DEVELOPMENT.","CEN: Computer Engineering","3"
"CEN 4370C",".NET SOFTWARE DEVELOPMENT USING C#.","CEN: Computer Engineering","3"
"CEN 4802C","SOFTWARE INTEGRATION, CONFIGURATION, AND TESTING.","CEN: Computer Engineering","3"
"CEN 4910C","SOFTWARE DEVELOPMENT PROJECT.","CEN: Computer Engineering","3"
"CEN 4930C","SEMINAR IN ADVANCED SOFTWARE DEVELOPMENT.","CEN: Computer Engineering","3"
"CET 1610C","CISCO ROUTER TECHNOLOGY.","CET: Computer Engineering Tech","3"
"CET 2112C","DIGITAL SYSTEMS I.","CET: Computer Engineering Tech","3"
"CET 2114C","DIGITAL SYSTEMS.","CET: Computer Engineering Tech","3"
"CET 2118C","FPGA DESIGN USING VHDL.","CET: Computer Engineering Tech","3"
"CET 2123C","FUNDAMENTALS OF MICROPROCESSORS.","CET: Computer Engineering Tech","3"
"CET 2178C","COMPUTER HARDWARE.","CET: Computer Engineering Tech","3"
"CET 2179C","A+ CONCEPTS (SOFTWARE).","CET: Computer Engineering Tech","3"
"CET 2486C","LOCAL AREA NETWORKS.","CET: Computer Engineering Tech","3"
"CET 2544C","COMPUTER VIRTUALIZATION TECHNOLOGY.","CET: Computer Engineering Tech","3"
"CET 2588","NETWORK +.","CET: Computer Engineering Tech","4"
"CET 2615C","ROUTING & SWITCHING IN THE ENTERPRISE.","CET: Computer Engineering Tech","3"
"CET 2620C","NETWORK FIREWALLS.","CET: Computer Engineering Tech","3"
"CET 2660C","LINUX NETWORKING AND SECURITY.","CET: Computer Engineering Tech","3"
"CET 2675C","VOICE OVER IP.","CET: Computer Engineering Tech","3"
"CET 2792C","INSTALLING AND CONFIGURING WINDOWS SERVER.","CET: Computer Engineering Tech","3"
"CET 2793C","ADMINISTERING WINDOWS SERVER.","CET: Computer Engineering Tech","3"
"CET 2794C","CONFIGURE ADVANCED WINDOWS SERVER SERVICES.","CET: Computer Engineering Tech","3"
"CET 2830C","INFORMATION SECURITY.","CET: Computer Engineering Tech","3"
"CET 2854C","WIRELESS NETWORKS.","CET: Computer Engineering Tech","3"
"CET 2880C","DIGITAL FORENSICS I.","CET: Computer Engineering Tech","3"
"CET 2881C","DIGITAL FORENSICS II.","CET: Computer Engineering Tech","3"
"CET 2890C","ADVANCED CYBERSECURITY OPERATIONS.","CET: Computer Engineering Tech","3"
"CET 2892C","ETHICAL HACKING.","CET: Computer Engineering Tech","3"
"CET 2894C","PROJECTS IN CYBER SECURITY: CAPSTONE COURSE.","CET: Computer Engineering Tech","3"
"CET 2930","SELECTED TOPICS IN COMPUTER ENGINEERING TECHNOLOGY.","CET: Computer Engineering Tech","1-5"
"CET 2942","INTERNSHIP IN NETWORKING.","CET: Computer Engineering Tech","1-4"
"CET 3136C","LOGIC DEVICES PROGRAMMING.","CET: Computer Engineering Tech","3"
"CET 3464C","SOFTWARE APPLICATIONS IN ENGINEERING TECHNOLOGY.","CET: Computer Engineering Tech","3"
"CET 4126C","MICROPROCESSOR PROGRAMMING.","CET: Computer Engineering Tech","3"
"CET 4190C","DIGITAL SIGNAL PROCESSING.","CET: Computer Engineering Tech","3"
"CET 4333","COMPUTER ARCHITECTURE.","CET: Computer Engineering Tech","3"
"CET 4367C","MICROCONTROLLER DEVICES.","CET: Computer Engineering Tech","4"
"CET 4370C","ADVANCED PROGRAMMING APPLICATIONS.","CET: Computer Engineering Tech","3"
"CET 4382","DATA COMMUNICATION AND NETWORKING.","CET: Computer Engineering Tech","3"
"CET 4542","COMPUTER ARCHITECTURE AND DATA COMMUNICATION.","CET: Computer Engineering Tech","3"
"CET 4663","COMPUTER AND NETWORK SECURITY.","CET: Computer Engineering Tech","3"
"CGS 1060C","INTRODUCTION TO COMPUTERS.","CGS: Computer General Studies","3"
"CGS 2038C","IT FOR INTERNATIONAL BUSINESS TRAVEL.","CGS: Computer General Studies","1"
"CGS 2091C","SOCIAL, LEGAL AND ETHICAL ISSUES IN INFORMATION TECHNOLOGY.","CGS: Computer General Studies","3"
"CGS 2100C","COMPUTER FUNDAMENTALS AND APPLICATIONS.","CGS: Computer General Studies","3"
"CGS 2510C","SPREADSHEET APPLICATIONS FOR BUSINESS.","CGS: Computer General Studies","3"
"CGS 2545C","DATABASE MANAGEMENT SYSTEMS.","CGS: Computer General Studies","3"
"CGS 2650","SOCIAL NETWORKING FOR JOB SEARCH.","CGS: Computer General Studies","1"
"CGS 2786C","WEB DEVELOPMENT TOOLS.","CGS: Computer General Studies","3"
"CGS 2941","INTERNSHIP EXPLORATION IN COMPUTER STUDIES.","CGS: Computer General Studies","1-4"
"CHM 1020","CHEMISTRY IN EVERYDAY LIFE.","CHM: Chemistry","3"
"CHM 1025C","INTRODUCTION TO GENERAL CHEMISTRY.","CHM: Chemistry","4"
"CHM 1045C","GENERAL CHEMISTRY WITH QUALITATIVE ANALYSIS I.","CHM: Chemistry","4"
"CHM 1045H","GENERAL CHEMISTRY WITH QUALITATIVE ANALYSIS I -HONORS.","CHM: Chemistry","4"
"CHM 1046C","GENERAL CHEMISTRY WITH QUALITATIVE ANALYSIS II.","CHM: Chemistry","4"
"CHM 1046H","GENERAL CHEMISTRY WITH QUALITATIVE ANALYSIS II HONORS.","CHM: Chemistry","4"
"CHM 2210C","ORGANIC CHEMISTRY I.","CHM: Chemistry","4"
"CHM 2211C","ORGANIC CHEMISTRY II.","CHM: Chemistry","4"
"CHM 2933","SPECIAL TOPICS IN CHEMISTRY.","CHM: Chemistry","1-3"
"CHM 2941","INTERNSHIP EXPLORATION IN CHEMISTRY.","CHM: Chemistry","1-4"
"CIS 2910C","IT CAPSTONE.","CIS: Comp Sci & Info Systems","3"
"CIS 2930","SELECTED TOPICS IN INFORMATION SYSTEMS.","CIS: Comp Sci & Info Systems","1-4"
"CIS 2941","INTERNSHIP EXPLORATION IN COMPUTER STUDIES.","CIS: Comp Sci & Info Systems","1-4"
"CIS 2942","INTERNSHIP IN COMPUTER PROGRAMMING.","CIS: Comp Sci & Info Systems","1-4"
"CIS 2943","INTERNSHIP IN COMPUTER INFORMATION TECHNOLOGY.","CIS: Comp Sci & Info Systems","1-4"
"CIS 3080","CLOUD ADMINISTRATOR ESSENTIALS.","CIS: Comp Sci & Info Systems","3"
"CIS 3083C","CLOUD MANAGEMENT AND DESIGN.","CIS: Comp Sci & Info Systems","3"
"CIS 3304C","MANAGEMENT INFORMATION SYSTEMS.","CIS: Comp Sci & Info Systems","3"
"CIS 3641","CLOUD DEVELOPER ESSENTIALS.","CIS: Comp Sci & Info Systems","3"
"CIS 3644","CYBERSECURITY IN CLOUD COMPUTING.","CIS: Comp Sci & Info Systems","3"
"CIS 3652","CLOUD DATA ANALYTICS ESSENTIALS.","CIS: Comp Sci & Info Systems","3"
"CJC 2000","INTRODUCTION TO CORRECTIONS.","CJC: Crim Justice Corrections","3"
"CJC 2162","COMMUNITY CORRECTIONS.","CJC: Crim Justice Corrections","3"
"CJD 0939","CRIMINAL JUSTICE EXAM REVIEW.","CJD: Crim Justice Development",".667-.8"
"CJE 2000","POLICING SYSTEMS AND PROCEDURES.","CJE: Criminal Justice","3"
"CJE 2062","PEACE, CONFLICT AND THE POLICE.","CJE: Criminal Justice","3"
"CJE 2140","INTRODUCTION TO SECURITY.","CJE: Criminal Justice","3"
"CJE 2160","MULTICULTURAL LAW ENFORCEMENT.","CJE: Criminal Justice","3"
"CJE 2600","CRIMINAL INVESTIGATION.","CJE: Criminal Justice","3"
"CJJ 2001","JUVENILE JUSTICE SYSTEMS.","CJJ: Criminal Justice","3"
"CJK 0002","INTRODUCTION TO LAW ENFORCEMENT.","CJK: Crim Justice Institute",".4"
"CJK 0016","COMMUNICATION.","CJK: Crim Justice Institute",".8"
"CJK 0018","LEGAL.","CJK: Crim Justice Institute","2.133"
"CJK 0019","INTERVIEWING AND REPORT WRITING.","CJK: Crim Justice Institute","1.867"
"CJK 0020","LAW ENFORCEMENT VEHICLE OPERATIONS.","CJK: Crim Justice Institute","1.6"
"CJK 0021","SERVING YOUR COMMUNITY.","CJK: Crim Justice Institute","1.133"
"CJK 0031","FIRST AID FOR CRIMINAL JUSTICE OFFICERS.","CJK: Crim Justice Institute","1.333"
"CJK 0040","CRIMINAL JUSTICE FIREARMS..","CJK: Crim Justice Institute","2.667"
"CJK 0051","CMS CRIMINAL JUSTICE DEFENSIVE TACTICS.","CJK: Crim Justice Institute","2.667"
"CJK 0063","FUNDAMENTALS OF PATROL.","CJK: Crim Justice Institute","1.333"
"CJK 0072","CRIMES AGAINST PERSONS.","CJK: Crim Justice Institute","1.6"
"CJK 0073","CRIMES INVOLVING PROPERTY AND SOCIETY.","CJK: Crim Justice Institute",".4"
"CJK 0079","CRIME SCENE FOLLOW-UP INVESTIGATIONS.","CJK: Crim Justice Institute","1.133"
"CJK 0093","CRITICAL INCIDENTS.","CJK: Crim Justice Institute","1.467"
"CJK 0096","CRIMINAL JUSTICE OFFICER PHYSICAL FITNESS.","CJK: Crim Justice Institute","2"
"CJK 0111","INTERVIEWING AND REPORT WRITING IN CORRECTIONS.","CJK: Crim Justice Institute",".533"
"CJK 0300","INTRODUCTION TO CORRECTIONS.","CJK: Crim Justice Institute","1.067"
"CJK 0305","COMMUNICATIONS.","CJK: Crim Justice Institute","1.333"
"CJK 0306","COMMUNICATION FOR CORRECTIONAL OFFICERS.","CJK: Crim Justice Institute","1.067"
"CJK 0310","OFFICER SAFETY.","CJK: Crim Justice Institute",".533"
"CJK 0320","INTAKE AND RELEASE.","CJK: Crim Justice Institute",".6"
"CJK 0321","INTAKE AND RELEASE.","CJK: Crim Justice Institute",".533"
"CJK 0324","SUPERVISION IN A CORRECTIONAL FACILITY.","CJK: Crim Justice Institute","1.067"
"CJK 0325","SUPERVISING IN A CORRECTIONAL FACILITY.","CJK: Crim Justice Institute","1.333"
"CJK 0326","SUPERVISING CORRECTIONAL POPULATIONS.","CJK: Crim Justice Institute",".833"
"CJK 0327","SHIFT MANAGEMENT AND SAFETY.","CJK: Crim Justice Institute",".667"
"CJK 0330","SUPERVISING SPECIAL POPULATIONS.","CJK: Crim Justice Institute",".667"
"CJK 0335","RESPONDING TO INCIDENTS AND EMERGENCIES.","CJK: Crim Justice Institute",".533"
"CJK 0336","INCIDENTS AND EMERGENCIES IN CORRECTIONAL FACILITIES.","CJK: Crim Justice Institute",".667"
"CJK 0340","CRIMINAL JUSTICE OFFICER PHYSICAL FITNESS TRAINING.","CJK: Crim Justice Institute","1"
"CJK 0355","LEGAL FOR CORRECTIONAL OFFICERS.","CJK: Crim Justice Institute",".733"
"CJK 0393","CROSS-OVER PROGRAM UPDATES.","CJK: Crim Justice Institute",".267"
"CJK 0400","TRAFFIC INCIDENTS.","CJK: Crim Justice Institute",".4"
"CJK 0401","TRAFFIC STOPS.","CJK: Crim Justice Institute",".8"
"CJK 0402","TRAFFIC CRASH INVESTIGATIONS.","CJK: Crim Justice Institute","1"
"CJK 0403","DUI TRAFFIC STOPS.","CJK: Crim Justice Institute",".8"
"CJK 0421","CONDUCTED ELECTRICAL WEAPON/DART FIRING STUN GUN.","CJK: Crim Justice Institute",".133"
"CJL 2100","CRIMINAL LAW.","CJL: Criminal Justice","3"
"CJL 2102","CRIMINAL EVIDENCE & PROCEDURES.","CJL: Criminal Justice","3"
"CLP 1001","PSYCHOLOGY OF ADJUSTMENT.","CLP: Clinical Psychology","3"
"CLP 2140","ABNORMAL PSYCHOLOGY.","CLP: Clinical Psychology","3"
"CNT 2000C","NETWORK AUTOMATION WITH SCRIPTING LANGUAGES.","CNT: Computer Network Technology","3"
"CNT 2413C","NETWORK FORENSICS & INCIDENT RESPONSE.","CNT: Computer Network Technology","3"
"CNT 2414C","CYBERCRIME INVESTIGATION.","CNT: Computer Network Technology","3"
"CNT 2417C","CYBERSECURITY OPERATIONS.","CNT: Computer Network Technology","3"
"CNT 2426C","CLOUD INFRASTRUCTURE SECURITY.","CNT: Computer Network Technology","3"
"COM 2941","INTERNSHIP EXPLORATION IN COMMUNICATIONS.","COM: Communications","1-4"
"COM 2942","INTERNSHIP IN NEW MEDIA COMMUNICATIONS.","COM: Communications","1-4"
"COP 1000C","INTRODUCTION TO PROGRAMMING CONCEPTS.","COP: Computer Programming","3"
"COP 1332C","VISUAL BASIC PROGRAMMING (FORMER TITLE INTRODUCTION TO VISUAL BASIC).","COP: Computer Programming","3"
"COP 1812C","XML AND WEB SERVICES.","COP: Computer Programming","3"
"COP 2047C","PYTHON PROGRAMMING.","COP: Computer Programming","3"
"COP 2220C","C PROGRAMMING.","COP: Computer Programming","3"
"COP 2224C","C++ PROGRAMMING.","COP: Computer Programming","3"
"COP 2341C","LINUX SHELL SCRIPTING.","COP: Computer Programming","3"
"COP 2360C","C#  PROGRAMMING.","COP: Computer Programming","3"
"COP 2362C","ADVANCED C# PROGRAMMING.","COP: Computer Programming","3"
"COP 2654C","IOS APP DEVELOPMENT.","COP: Computer Programming","3"
"COP 2660C","ANDROID APP DEVELOPMENT.","COP: Computer Programming","3"
"COP 2800C","JAVA PROGRAMMING.","COP: Computer Programming","3"
"COP 2805C","ADVANCED JAVA PROGRAMMING.","COP: Computer Programming","3"
"COP 2822C","WEB DEVELOPMENT I.","COP: Computer Programming","3"
"COP 2830C","SCRIPTING LANGUAGES.","COP: Computer Programming","3"
"COP 2833C","PHP AND MYSQL.","COP: Computer Programming","3"
"COP 2836C","WEB DEVELOPMENT II.","COP: Computer Programming","3"
"COP 2930","SELECTED TOPICS IN COMPUTER PROGRAMMING.","COP: Computer Programming","1-3"
"COP 3275C","C/C++ PROGRAMMING FOR ENGINEERING TECHNOLOGY.","COP: Computer Programming","3"
"COP 3330C","OBJECT ORIENTED PROGRAMMING.","COP: Computer Programming","3"
"COP 4530C","APPLIED DATA STRUCTURES AND ALGORITHMS.","COP: Computer Programming","3"
"COT 2104C","FOUNDATIONS OF DISCRETE MATHEMATICS.","COT: Computing Theory","3"
"CRW 2001","CREATIVE WRTING AND ADVANCED COMPOSITION.","CRW:Creative Writing","3"
"CRW 2001H","CREATIVE WRITING/ADVANCED COMP-HONORS.","CRW:Creative Writing","3"
"CRW 2100","INTRODUCTION TO FICTION.","CRW:Creative Writing","3"
"CRW 2102","FICTION II.","CRW:Creative Writing","3"
"CRW 2300","INTRODUCTION TO POETRY.","CRW:Creative Writing","3"
"CRW 2301","POETRY II.","CRW:Creative Writing","3"
"CRW 2710","INTRODUCTION TO SCRIPT WRITING.","CRW:Creative Writing","3"
"CRW 2930","SELECTED TOPICS IN CREATIVE WRITING.","CRW:Creative Writing","1-3"
"CTS 1120C","INTRODUCTION TO NETWORK SECURITY.","CTS: Computer Tech & Skills","3"
"CTS 1131C","COMPUTER MAINTENANCE ESSENTIALS.","CTS: Computer Tech & Skills","3"
"CTS 1134C","NETWORK ESSENTIALS.","CTS: Computer Tech & Skills","3"
"CTS 1142C","INFORMATION TECHNOLOGY PROJECT MANAGEMENT.","CTS: Computer Tech & Skills","3"
"CTS 1155C","INTRODUCTION TO CUSTOMER SERVICE AND HELP DESK CONCEPTS.","CTS: Computer Tech & Skills","3"
"CTS 1163C","MICROSOFT WINDOWS 7.","CTS: Computer Tech & Skills","3"
